prefixe;libelle;codeuic;coderesarail;codemnemo;tarentaise;localite;banlieue;pang;bipass;particularites;nrzonebanlieue;indicgp;numdep
5;PAUL DE VARAX;87723783;FRHFS;SPAUL;;0;0;0;0;0;0.0;N;1
5;PAUL LES DURANCE-CEA-IT;87542274;FRPFP;FRPFP;;0;0;0;0;0;0.0;N;13
5;PAUL LOC;9061160;FRSFN;FRSFN;;1;0;0;0;0;0.0;N;9
5;PAUL ST ANTOINE;87611608;FRFQN;SPAAN;;0;0;0;0;0;0.0;N;9
0;PAULHAGUET;87734293;FRHLH;PAULH;;0;0;0;0;0;0.0;N;43
0;PAULHAGUET LOCALITE;43040947;FRPAW;FRPAW;;1;0;0;0;0;0.0;N;43
0;PAULHAGUET MONUMENT;87409474;FRPHG;FRPHG;;0;0;0;0;0;0.0;N;43
3;PAULINE HYERES;87755314;FRLPH;LPAHY;;0;0;0;0;0;0.0;O;83
0;PAVIE MAIRIE;87443184;FRUJX;FRUJX;;0;0;0;0;0;0.0;N;32
4;PAVILLONS SOUS BOIS;87113852;FRAJE;LPAVI;;0;0;0;0;0;75.0;N;93
0;PAVILLY;87411272;FRDNK;PAVIL;;0;0;0;0;0;0.0;N;76
0;PAYNS;87118075;FRAPB;PAYNS;;0;0;0;0;0;0.0;N;10
6;PAZANNE;87481226;FRSPZ;SPAZA;;0;0;0;0;0;0.0;O;44
6;PAZANNE (LOCALITE);44048122;FRSPL;FRSPL;;1;0;0;0;0;0.0;N;44
6;PAZANNE RUE DU VIGNEAU;87463125;FRHJM;FRHJM;;0;0;0;0;0;0.0;N;44
5;PE;87671362;FRGDJ;SPE;;0;0;0;0;0;0.0;N;65
5;PE ST SIMON;87465039;FRRDN;FRRDN;;0;0;0;0;0;0.0;N;47
2;PEAGE DE ROUSSILLON;87722678;FRHEN;LPEAG;;0;0;0;0;0;0.0;O;38
0;PEAUGRES GIRATOIRE;87420414;FRPGO;FRPGO;;0;0;0;0;0;0.0;N;7
0;PECCAVILLERS;87193268;FRZBG;FRZBG;;0;0;0;0;0;0.0;N;88
0;PECHABOU;87443671;FRUHX;FRUHX;;0;0;0;0;0;0.0;N;31
4;PEGAUX;87134346;FRPEX;FRPEX;;0;0;0;0;0;0.0;N;47
0;PEILLE;87756791;FRIAL;PEILE;;0;0;0;0;0;0.0;N;6
0;PEILLON STE THECLE;87756783;FRIAK;PEILL;;0;0;0;0;0;0.0;N;6
0;PEIPIN;87751214;FRHXF;PEIPI;;0;0;0;0;0;0.0;N;4
0;PEISEY NANCROIX;99731970;FRIWP;PEISE;;0;0;0;1;;0.0;N;73
0;PEISEY VALLANDRY;99197228;FRPEY;FRPEY;;0;0;0;1;0;0.0;N;73
4;PELERINS;87746776;FRHUX;LPELE;;0;0;0;0;0;0.0;N;74
0;PELTRE;87192203;FRBPO;PELTR;;0;0;0;0;0;0.0;N;57
0;PELVOUX;99051010;FRJAS;PELVO;;0;0;0;1;;0.0;N;5
0;PENCHOT;87613653;FRFTV;PENCH;;0;0;0;0;0;0.0;N;12
0;PENHOET;87321745;FRKHF;FRKHF;;0;0;0;0;0;0.0;N;44
2;PENITY;87473553;FRDZE;LPENI;;0;0;0;0;0;0.0;N;22
0;PENNE LOT ET GARONNE;87586438;FRFFO;PENNE;;0;0;0;0;0;0.0;N;47
3;PENNE SUR HUVEAUNE;87751743;FRHYC;LPENN;;0;0;0;0;0;0.0;N;13
0;PENTHIEVRE;87476424;FRECS;PENTH;;0;0;0;0;5;0.0;N;56
0;PENTREZ PLAGE;87988808;FRIRZ;PENTR;;0;0;0;0;0;0.0;N;29
5;PERAY;87761494;FRIFB;FRIFB;;0;0;0;0;0;0.0;O;7
2;PERCY;87747634;FRHWH;LPERC;;0;0;0;0;0;0.0;N;38
0;PERE;87176313;FRUAX;FRUAX;;0;0;0;0;0;0.0;N;65
5;PERE 89;87564799;FRLGH;FRLGH;;0;0;0;0;0;0.0;N;89
0;PERENCHIES;87286278;FRCJI;PEREN;;0;0;0;0;0;0.0;N;59
0;PERIGUEUX;87595009;FRABF;PERGX;;0;0;0;0;0;0.0;O;24
0;PERIGUEUX (LOCALITE);24059500;FRPGX;PERIG;;1;0;0;0;0;0.0;N;24
0;PERIGUEUX ST GEORGES;87595504;FRFLO;PERSG;;0;0;0;0;0;0.0;N;24
0;PERNES CAMBLAIN;87342550;FRCYQ;PERNE;;0;0;0;0;0;0.0;N;62
0;PEROLS;87592170;FRFGT;PEROL;;0;0;0;0;0;0.0;N;19
0;PERONNE;80031341;FRAFI;PERON;;1;0;0;0;0;0.0;N;80
0;PERONNE CENTRE;87313411;FRCRJ;PERFL;;0;0;0;0;0;0.0;N;80
0;PERONNE CHAPELETTE;87313866;FRCSU;PERCH;;0;0;0;0;0;0.0;N;80
0;PERONNE LYCEE MENDES FRANCE;87588558;FRZIT;FRZIT;;0;0;0;0;0;0.0;N;80
0;PERPIGNAN;87784009;FRPGF;PERPI;;0;0;0;0;0;0.0;O;66
2;PERRAY;87393298;FRDIQ;LPERR;;0;0;0;0;0;75.0;N;78
0;PERREUIL;87562991;FRPFR;FRPFR;;0;0;0;0;0;0.0;N;71
2;PERRIER;87320705;FRTML;FRTML;;0;0;0;0;0;0.0;N;85
4;PERRIERES;87691600;FRGPS;LPRRS;;0;0;0;0;0;0.0;N;58
0;PERRIGNIER;87745620;FRHSN;PERRI;;0;0;0;0;0;0.0;N;74
0;PERRIGNY SUR LOIRE;87282335;FRPGY;FRPGY;;0;0;0;0;0;0.0;N;71
0;PERROS GUIREC MAIRIE;87338301;FRPRR;FRPRR;;0;0;0;0;0;0.0;N;22
0;PERRUSSON;87571489;FRESW;PERRU;;0;0;0;0;0;0.0;N;37
0;PERS;87645176;FRGBK;PERS;;0;0;0;0;0;0.0;N;15
0;PERSAN BEAUMONT;87276469;FRPEB;PERSA;;0;0;0;0;0;75.0;O;95
0;PERTUIS;87751362;FRHXN;PERTU;;0;0;0;0;0;0.0;N;84
0;PESCADOIRES;87620039;FRFYL;FRFYL;;0;0;1;0;;0.0;N;46
0;PESSAC;87581751;FRFAR;PESSA;;0;0;0;0;0;0.0;N;33
0;PETIT APPEVILLE;87415117;FRDPO;PTAPP;;0;0;0;0;0;0.0;N;76
0;PETIT COEUR LA LECHERE L BAINS;87741702;FRHPC;PETIT;1;0;0;0;0;0;0.0;N;73
0;PETIT CROIX;87184267;FRBLR;PTTCR;;0;0;0;0;0;0.0;N;90
0;PETIT FLEZ D985;87500819;FRKAV;FRKAV;;0;0;0;0;0;0.0;N;58
0;PETIT JOUY LES LOGES;87393504;FRDJE;FRDJE;;0;0;0;0;0;75.0;N;78
0;PETIT LAVAL;87418244;FRFKG;FRFKG;;0;0;0;0;0;0.0;N;19
0;PETIT REDERCHING;87193797;FRBSX;PTTRE;;0;0;0;0;0;0.0;N;57
0;PETIT VAUX;87393652;FRDJS;FRDJS;;0;0;0;0;0;75.0;N;91
0;PEXIORA;87615047;FRFUS;PEXIO;;0;0;0;0;0;0.0;N;11
0;PEYRANERE;87465302;FRGWL;FRGWL;;0;0;0;0;0;0.0;N;64
3;PEYRATTE;87575597;FREXA;LPEYR;;0;0;0;0;0;0.0;N;79
0;PEYREHORADE;87672337;FRGFL;PEYRE;;0;0;0;0;0;0.0;N;40
0;PEYRENS;87138065;FRGIY;FRGIY;;0;0;0;0;0;0.0;N;11
3;PEYRIERE;87442384;FRUFS;FRUFS;;0;0;0;0;0;0.0;N;12
0;PEYRILHAC ST JOUVENT;87592428;FRFHJ;PEYRI;;0;0;0;0;0;0.0;N;87
0;PEYRUIS PEAGE;87526574;FRMBJ;FRMBJ;;0;0;0;0;0;0.0;N;4
0;PEZENS D6113;87443481;FRUHC;FRUHC;;0;0;0;0;0;0.0;N;11
0;PEZOU;87574541;FREVB;PEZOU;;0;0;0;0;0;0.0;N;41
0;PFAFFENHOFFEN;87213132;FRBVW;PFAFF;;0;0;0;0;0;0.0;N;67
5;PHAL MONUMENT AUX MORTS;87117960;FRAOV;FRAOV;;0;0;0;0;0;0.0;N;10
0;PHALEMPIN;87286500;FRCJW;PHALE;;0;0;0;0;0;0.0;N;59
0;PHALSBOURG;87319129;FRPHB;FRPHB;;0;0;0;0;0;0.0;N;57
0;PHILIPPSBOURG;87213272;FRBWE;PHILI;;0;0;0;0;0;0.0;N;57
0;PHILIPPSBOURG (LIESCHBACH);87406926;FRZDJ;FRZDJ;;0;0;0;0;0;0.0;N;57
0;PHILIPPSBOURG LOC;57021327;FRWCQ;FRWCQ;;1;0;0;0;0;0.0;N;57
5;PIAT;87394148;FRDKC;SPIAT;;0;0;0;0;0;0.0;N;28
0;PIAU ENGALY ARAGNOUET;87617001;FRFWM;PIAUA;;0;0;0;0;0;0.0;O;65
0;PIBRAC;87611830;FRFRG;PIBRA;;0;0;0;0;0;0.0;N;31
0;PIBRAC RN LENGEL;87450577;FRUMF;FRUMF;;0;0;0;0;0;0.0;N;31
0;PIBRAC ROND POINT FAIENCERIE;87166355;FRUDB;FRUDB;;0;0;0;0;0;0.0;N;31
0;PICON BUSSERINE.;87759290;FRPEI;FRPEI;;0;0;0;0;0;0.0;N;13
0;PICQUIGNY;87313106;FRCQP;PICQU;;0;0;0;0;0;0.0;N;80
0;PIENE BASSE (LOCALITE);6075684;FRAAG;PIENV;;1;0;0;0;0;0.0;N;6
0;PIENE FRONTIERE;87756973;FRIAY;PIENF;;0;0;0;0;0;0.0;O;6
0;PIENNES;87147199;FRPNS;FRPNS;;0;0;0;0;0;0.0;N;54
5;PIERRE  ECHAUBROGNES CE;87433052;FRSBJ;FRSBJ;;0;0;0;0;0;0.0;N;79
0;PIERRE BENITE;87722231;FRHDW;PIRBE;;0;0;0;0;0;0.0;N;69
0;PIERRE BUFFIERE;87592253;FRFGX;PIRBU;;0;0;0;0;0;0.0;N;87
0;PIERRE BUFFIERE (LOCALITE);87059225;FRUBB;FRUBB;;1;0;0;0;0;0.0;N;87
0;PIERRE BUFFIERE CHAMP DE FOIRE;87417717;FRFPL;FRFPL;;0;0;0;0;0;0.0;N;87
0;PIERRE BUFFIERE VILLE;87408997;FRALL;ALLAN;;0;0;0;0;0;0.0;N;87
5;PIERRE D'ALBIGNY;87741223;FRSPA;SPIAL;1;0;0;0;0;0;0.0;O;73
5;PIERRE D'ALLEVARD;99384390;FRIUC;SPRAL;;0;0;0;1;;0.0;N;38
5;PIERRE D'ARGENCON;87763227;FRIGM;SPRAR;;0;0;0;0;0;0.0;N;5
5;PIERRE D'AURILLAC;87582833;FRFCV;SPRAU;;0;0;0;0;0;0.0;N;33
5;PIERRE DE CHANDIEU RONI;87723361;FRHEU;CHAND;;0;0;0;0;0;0.0;N;69
5;PIERRE DE CHARTREUSE;99384420;FRIUD;SPCHA;;0;0;0;1;;0.0;N;38
5;PIERRE DE CHIGNAC;87595520;FRFLP;SPCHI;;0;0;0;0;0;0.0;N;24
5;PIERRE D'ENTREMONT;99732740;FRIXB;SPREN;;0;0;0;1;0;0.0;N;73
5;PIERRE DES CORPS;87571240;FRXSH;SPICO;;0;0;0;0;0;0.0;O;37
5;PIERRE D'OLERON;87347013;FRPOE;FRPOE;;0;0;0;0;0;0.0;N;17
5;PIERRE DU MONT;87517920;FREOO;FREOO;;0;0;0;0;0;0.0;N;40
5;PIERRE DU VAUVRAY;87415646;FRDQG;SPIVA;;0;0;0;0;0;0.0;N;27
5;PIERRE EN FAUCIGNY;87746313;FRHTT;SPIFA;;0;0;0;0;0;0.0;N;74
5;PIERRE LA COUR;87478768;FREEP;SPRLA;;0;0;0;0;0;0.0;N;53
5;PIERRE LA PLAGE;99325050;FRPIG;FRPIG;;0;0;0;1;0;0.0;N;11
5;PIERRE LE MOUTIER;87696294;FRGSR;SPIMO;;0;0;0;0;0;0.0;N;58
5;PIERRE LE MOUTIER LOC;58069629;FRRIP;FRRIP;;1;0;0;0;0;0.0;N;58
5;PIERRE LE MOUTIER MONUM;87501023;FRKAD;FRKAD;;0;0;0;0;0;0.0;N;58
5;PIERRE QUIBERON;87476440;FRECU;SPRQU;;0;0;0;0;5;0.0;N;56
5;PIERRE QUIBERON (LOCALI;56047644;FRADC;FRADC;;1;0;0;0;0;0.0;N;56
5;PIERRE SUR DIVES;87444216;FRDRQ;SPIDI;;0;0;0;0;0;0.0;N;14
5;PIERRE TOIRAC;87620112;FRFYR;FRFYR;;0;0;0;0;0;0.0;N;46
0;PIERREFITTE                03;87555649;FRJDY;FRJDY;;0;0;0;0;0;0.0;N;3
0;PIERREFITTE NESTALAS;87671750;FRPFN;PIERF;;0;0;0;0;0;0.0;O;65
0;PIERREFITTE STAINS;87271163;FRCCS;PIERS;;0;0;0;0;0;75.0;N;93
0;PIERREFITTE SUR AIRE;87534057;FRPFH;FRPFH;;0;0;0;0;0;0.0;N;55
0;PIERRELATTE;87764308;FRIHN;PIERE;;0;0;0;0;0;0.0;O;26
0;PIERRELAYE;87276097;FRCFH;FRCFH;;0;0;0;0;0;75.0;N;95
5;PIERREMONT;87117143;FRAMJ;SPRMO;;0;0;0;0;0;0.0;N;88
0;PIERREVILLE;87141556;FRATA;PIERV;;0;0;0;0;0;0.0;N;54
2;PIGEON;87594705;FRFKH;LPIGE;;0;0;0;0;0;0.0;N;46
0;PIGNANS;87755389;FRHZR;PIGNA;;0;0;0;0;0;0.0;N;83
0;PIHEN;87316679;FRCVK;PIHEN;;0;0;0;0;0;0.0;N;62
0;PINAS;87176321;FRUBC;FRUBC;;0;0;0;0;0;0.0;N;65
0;PINS JUSTARET;87618116;FRIAV;PINSJ;;0;0;0;0;0;0.0;O;31
0;PINS JUSTARET LA CEPETTE;87446922;FRUOV;FRUOV;;0;0;0;0;0;0.0;N;31
0;PINS JUSTARET LOC;31061811;FRSEZ;FRSEZ;;1;0;0;0;0;0.0;N;31
0;PINS JUSTARET RN20;87446963;FRUNL;FRUNL;;0;0;0;0;0;0.0;N;31
0;PINSAGUEL;87611418;FRFPY;PINSA;;0;0;0;0;0;0.0;N;31
0;PINSAGUEL MAIRIE;87446930;FRUOW;FRUOW;;0;0;0;0;0;0.0;N;31
0;PINSOT;99383060;FRITU;PINSO;;0;0;0;1;;0.0;N;38
0;PISSELOUP;87117325;FRANA;PISSE;;0;0;0;0;0;0.0;N;52
0;PITHIVIERS MAIL;87207167;FRPHM;FRPHM;;0;0;0;0;0;0.0;N;45
3;PLAGNE;99739380;FRIYD;LPLAG;;0;0;0;1;;0.0;N;73
3;PLAGNE 2000;99739840;FRIZT;LPLAD;;0;0;0;1;;0.0;N;73
0;PLAGNE VILLAGE;99739760;FRIZO;PLGNV;;0;0;0;1;;0.0;N;73
0;PLAIMPALAIS;99739660;FRIZF;PLMPL;;0;0;0;1;0;0.0;N;73
3;PLAINE;87745901;FRHSZ;LPLAI;;0;0;0;0;0;0.0;N;1
3;PLAINE STADE DE FRANCE;87164798;FRPSF;FRPSF;;0;0;0;0;0;75.0;O;93
0;PLAINOISEAU;87493833;FRSEH;FRSEH;;0;0;0;0;0;0.0;N;39
0;PLAINTEL;87473322;FRDYM;PLNTL;;0;0;0;0;0;0.0;N;22
0;PLAINTEL LOCALITE;22047332;FRDKR;FRDKR;;1;0;0;0;0;0.0;N;22
0;PLAINTEL MAIRIE;87432377;FRDYH;FRDYH;;0;0;0;0;0;0.0;N;22
0;PLAINTEL MALAKOF;87432393;FRUAI;FRUAI;;0;0;0;0;0;0.0;N;22
0;PLAINVAL D117;87279109;FRCHY;FRCHY;;0;0;0;0;0;0.0;N;60
0;PLAISANCE DU GERS;87620104;FRFYQ;PLGER;;0;0;0;0;0;0.0;N;32
0;PLAISIR GRIGNON;87393421;FRDIY;PLSGR;;0;0;0;0;0;75.0;O;78
0;PLAISIR LES CLAYES;87393629;FRDJP;PLALC;;0;0;0;0;0;75.0;N;78
0;PLAN LA GIETTAZ;99739730;FRIZL;PLANG;;0;0;0;1;0;0.0;N;73
0;PLAN PEISEY;99739390;FRIYE;PLANP;;0;0;0;1;;0.0;N;73
0;PLANAY;99732010;FRIWR;PLANA;;0;0;0;1;;0.0;N;73
3;PLANCHE;87417709;FRLPN;FRLPN;;0;0;0;0;0;0.0;N;87
5;PLANCHERS;87447672;FRDUN;SPLAN;;0;0;0;0;0;0.0;N;50
0;PLANCOET;87473272;FRDYK;PLANC;;0;0;0;0;0;0.0;N;22
0;PLANES;87784785;FRIPA;PLANE;;0;0;0;0;0;0.0;N;66
0;PLEAUX;87003681;FRPLX;FRPLX;;0;0;0;0;0;0.0;N;15
0;PLECHATEL;87471177;FRDWP;PLECH;;0;0;0;0;0;0.0;N;35
0;PLEMET;87338079;FRPLC;FRPLC;;0;0;0;0;0;0.0;N;22
0;PLENEE JUGON;87473082;FRDXX;PLENE;;0;0;0;0;0;0.0;N;22
0;PLERGUER;87478123;FREDS;PLERG;;0;0;0;0;0;0.0;N;35
2;PLESSIS BELLEVILLE;87271551;FRCDT;LPLES;;0;0;0;0;0;0.0;N;60
2;PLESSIS CHENET;87681627;FRGLK;FRGLK;;0;0;0;0;0;75.0;N;91
0;PLESTAN;87473090;FRDXY;PLEST;;0;0;0;0;0;0.0;N;22
0;PLEUDIHEN;87478149;FREDU;PLEUD;;0;0;0;0;0;0.0;N;22
0;PLEUMEUR BODOU CHARDONS;87338285;FRPLB;FRPLB;;0;0;0;0;0;0.0;N;22
0;PLEYBER CHRIST;87474320;FREAY;PLEYB;;0;0;0;0;0;0.0;N;29
0;PLOERMEL;87322966;FRPLL;FRPLL;;0;0;0;0;0;0.0;N;56
0;PLOEUC L'HERMITAGE;87473355;FRDYQ;PLOEU;;0;0;0;0;0;0.0;N;22
0;PLOMODIERN;87674473;FRPMD;PLOMO;;0;0;0;0;0;0.0;N;29
0;PLONEVEZ PORZAY;87825224;FRIQF;PLONE;;0;0;0;0;0;0.0;N;29
0;PLOUARET TREGOR;87473181;FRPLT;PLOUA;;0;0;0;0;0;0.0;O;22
0;PLOUENAN KERLAUDY;87474551;FREBP;PLOUE;;0;0;0;0;0;0.0;N;29
0;PLOUGONVER;87473538;FRDZC;PLOUG;;0;0;0;0;0;0.0;N;22
0;PLOUHA;99348631;FRPLP;FRPLP;;0;0;0;1;0;0.0;N;22
0;PLOUHARNEL CARNAC;87476416;FRECR;PLOUH;;0;0;0;0;5;0.0;N;56
0;PLOUIGNEAU;87474411;FREBF;PLOUI;;0;0;0;0;0;0.0;N;29
0;PLOUNERIN;87473199;FRDYG;PLOUN;;0;0;0;0;0;0.0;N;22
0;PLOUVARA PLERNEUF;87473132;FRDYB;PLOUV;;0;0;0;0;0;0.0;N;22
3;PLUME;87464701;FRIKZ;FRIKZ;;0;0;0;0;0;0.0;N;47
0;PODENSAC;87582734;FRFCP;PODEN;;0;0;0;0;0;0.0;N;33
0;POILHES RN;87447607;FRUMM;FRUMM;;0;0;0;0;0;0.0;N;34
0;POINTE DE GRAVE;87581397;FRFAK;POINT;;0;0;0;0;0;0.0;O;33
2;POIRIER UNIVERSITE;87343210;FRCYZ;LPOIR;;0;0;0;0;0;0.0;N;59
0;POISSY;87386573;FRDFZ;POISS;;0;0;0;0;0;75.0;N;78
0;POITIERS;87575001;FRPIS;POITI;;0;0;0;0;0;0.0;O;86
0;POITIERS (LOCALITE);86057500;FRPTR;FRPTR;;1;0;0;0;0;0.0;N;86
0;POITIERS GARE ROUTIERE;87202481;FRPGR;FRPGR;;0;0;0;0;0;0.0;O;86
0;POIX DE PICARDIE;87313395;FRCRH;POIXP;;0;0;0;0;0;0.0;N;80
0;POIX TERRON;87172171;FRTTP;FRTTP;;0;0;0;0;0;0.0;N;8
5;POL DE LEON;87474569;FREBQ;SPOLL;;0;0;0;0;0;0.0;N;29
5;POL SUR TERNOISE;87342337;FRSPT;SPOLT;;0;0;0;0;0;0.0;O;62
0;POLIENAS;87761742;FRIFI;POLIE;;0;0;0;0;0;0.0;N;38
0;POLIGNY;87718189;FRGZT;POLIG;;0;0;0;0;0;0.0;N;39
0;POLLIAT;87725846;FRHHC;POLLI;;0;0;0;0;0;0.0;N;1
0;POLMINHAC;87645432;FRGCB;POLMI;;0;0;0;0;0;0.0;N;15
0;POMAS;87615146;FRFVA;POMAS;;0;0;0;0;0;0.0;N;11
3;POMMAREDE;87138099;FRGIX;FRGIX;;0;0;0;0;0;0.0;N;11
3;POMME;87751719;FRHYB;LPOMM;;0;0;0;0;0;0.0;N;13
0;POMMEVIC;87618058;FRFWV;POMME;;0;0;0;0;0;0.0;N;82
0;POMPADOUR;87594663;FRFKD;POMPA;;0;0;0;0;0;0.0;N;19
0;POMPERTUZAT;87443663;FRUHW;FRUHW;;0;0;0;0;0;0.0;N;31
0;POMPEY;87141788;FRATS;POMPE;;0;0;0;0;0;0.0;N;54
0;POMPIERRE;87184598;FRBMF;POMPI;;0;0;0;0;0;0.0;N;25
0;POMPIGNAN;87447839;FRUMY;FRUMY;;0;0;0;0;0;0.0;N;82
0;PONS;87491100;FREMO;PONS;;0;0;0;0;0;0.0;N;17
5;PONS;87781708;FRIMM;SPONS;;0;0;0;0;0;0.0;O;34
5;PONS FOIRAIL;87440321;FRUED;FRUED;;0;0;0;0;0;0.0;N;34
0;PONS GARE ROUTIERE;87437327;FRJCI;FRJCI;;0;0;0;0;0;0.0;N;17
0;PONS LOCALITE;17049110;FRJEP;FRJEP;;1;0;0;0;0;0.0;N;17
0;PONT A MOUSSON;87141820;FRATW;PMOUS;;0;0;0;0;0;0.0;N;54
0;PONT A VENDIN;87345264;FRCZZ;PTAVE;;0;0;0;0;0;0.0;N;62
0;PONT CARDINET;87381111;FRDCC;PTCAR;;0;0;0;0;0;75.0;O;75
0;PONT D'AIN;87743120;FRHQD;PTAIN;;0;0;0;0;0;0.0;N;1
0;PONT D'ARDRES;87281410;FRCIO;PTARD;;0;0;0;0;0;0.0;N;62
0;PONT DE BEAUVOISIN;87741470;FRHOQ;PBEAU;;0;0;0;0;0;0.0;N;38
0;PONT DE BLAYE;87442509;FRUGI;FRUGI;;0;0;0;0;0;0.0;N;81
0;PONT DE BOIS;87286831;FRCKN;PTBOI;;0;0;0;0;0;0.0;N;59
0;PONT DE BRIQUES;87317115;FRCVX;PTBRI;;0;0;0;0;0;0.0;N;62
0;PONT DE BUIS;87474056;FREAK;PBUIS;;0;0;0;0;0;0.0;N;29
0;PONT DE CASTELFRANC;87613760;FRFUC;PTCST;;0;0;0;0;0;0.0;N;46
0;PONT DE CHABESTAN;87763714;FRIHH;PTCHA;;0;0;0;0;0;0.0;N;5
0;PONT DE CLAIX;87747519;FRHWA;PCLAI;;0;0;0;0;0;0.0;N;38
0;PONT DE DAVID;87734558;FRHMB;PTDAV;;0;0;0;0;0;0.0;N;63
0;PONT DE DORE;87734459;FRPDO;PDORE;;0;0;0;0;0;0.0;O;63
0;PONT DE DORE LE CHAMBON;87409466;FRPDR;FRPDR;;0;0;0;0;0;0.0;N;63
0;PONT DE GURAN;87611970;FRFRU;PTGUR;;0;0;0;0;0;0.0;N;31
0;PONT DE LA DEULE;87345207;FRCZV;PTDEU;;0;0;0;0;0;0.0;N;59
0;PONT DE L'ALMA;87393041;FRDHV;PTALM;;0;1;0;0;0;75.0;N;75
0;PONT DE L'ARCHE;87415661;FRDQH;PARCH;;0;0;0;0;0;0.0;N;27
0;PONT DE LESCUN;87465252;FRGVU;FRGVU;;0;0;0;0;0;0.0;N;64
0;PONT DE LIGNON;87726786;FRHIU;PTLIG;;0;0;0;0;0;0.0;N;43
0;PONT DE LIVRON;87761254;FRPLV;FRPLV;;0;0;0;0;0;0.0;N;26
0;PONT DE LUGAGNAN;87674861;FRGJR;PTLUG;;0;0;0;0;0;0.0;N;65
0;PONT DE PEYRELEVADE;87594341;FRFJG;PONTP;;0;0;0;0;0;0.0;N;19
0;PONT DE QUART;87761858;FRIFN;FRIFN;;0;0;0;0;0;0.0;N;26
0;PONT DE RUNGIS;87546192;FRERQ;PTRUN;;0;0;0;0;0;75.0;N;94
0;PONT DE RUPT;87458794;FRDNH;FRDNH;;0;0;0;0;0;0.0;N;88
0;PONT DE SALLAUMINES;87345124;FRCZQ;PTDSA;;0;0;0;0;0;0.0;N;62
0;PONT DE VEYLE;87725804;FRHGY;PTVEY;;0;0;0;0;0;0.0;O;1
0;PONT D'ESQUIT;87465245;FRGVR;FRGVR;;0;0;0;0;0;0.0;N;64
0;PONT DU CASSE;87586404;FRFFL;PTCSS;;0;0;0;0;0;0.0;N;47
0;PONT DU CHATEAU;87734087;FRHKR;FRHKR;;0;0;0;0;0;0.0;N;63
0;PONT DU CHATEAU CARREFOUR;87409441;FRPCF;FRPCF;;0;0;0;0;0;0.0;N;63
0;PONT DU CHATEAU CROIX BLANCHE;87409433;FRPCM;FRPCM;;0;0;0;0;0;0.0;N;63
0;PONT DU CHATEAU LOC;63073408;FRHKM;FRHKM;;1;0;0;0;0;0.0;N;63
0;PONT HEBERT;87447185;FRDTI;PHEBE;;0;0;0;0;0;0.0;N;50
0;PONT LA VILLE;87215541;FRPVL;FRPVL;;0;0;0;0;0;0.0;N;52
0;PONT LES BRIE;87315242;FRCSZ;PTLBR;;0;0;0;0;0;0.0;N;80
0;PONT L'EVEQUE;87444349;FRPVQ;PEVEQ;;0;0;0;0;0;0.0;N;14
0;PONT L'EVEQUE SUR OISE;87272203;FRCEW;PTEVE;;0;0;0;0;0;0.0;N;60
0;PONT MAUGIS;87172304;FRBDU;PTMAU;;0;0;0;0;0;0.0;N;8
0;PONT MELVEZ;87473520;FRDZB;PTMEL;;0;0;0;0;0;0.0;N;22
0;PONT PETIT;87276154;FRCFL;FRCFL;;0;0;0;0;0;75.0;N;95
0;PONT REMY;87313130;FRCQS;PTREM;;0;0;0;0;0;0.0;N;80
0;PONT ROUSSEAU;44048103;FRACJ;PTROU;;1;0;0;0;0;0.0;N;44
0;PONT ST VINCENT;87141523;FRASU;PTVIN;;0;0;0;0;0;0.0;N;54
0;PONT STE MAXENCE;87276329;FRCGC;PMAXE;;0;0;0;0;0;0.0;N;60
0;PONT SUR SEINE;87118174;FRAPK;PTSEI;;0;0;0;0;0;0.0;N;10
0;PONT SUR SEINE (LOCALITE);10011817;FRPLO;FRPLO;;1;0;0;0;0;0.0;N;10
0;PONT SUR YONNE;87683136;FRGMP;PYONN;;0;0;0;0;0;0.0;N;89
0;PONTAIX;87688507;FRGPA;PTAIX;;0;0;0;0;0;0.0;N;26
0;PONTANEVAUX;87725721;FRHGW;PTANE;;0;0;0;0;0;0.0;N;71
0;PONTARION;87157859;FRJAG;FRJAG;;0;0;0;0;0;0.0;N;23
0;PONTARLIER;87715003;FRPTL;PARLI;;0;0;0;0;0;0.0;O;25
0;PONTCHAILLOU;87471391;FRDXK;PTCHI;;0;0;0;0;0;0.0;N;35
0;PONTCHARRA;99383140;FRITV;PTCHR;;0;0;0;1;;0.0;N;38
0;PONTCHARRA ST FORGEUX;87721464;FRHCS;PTCHF;;0;0;0;0;0;0.0;N;69
0;PONTCHARRA SUR BREDA ALLEVARD;87747493;FRHVZ;PEHAR;;0;0;0;0;0;0.0;N;38
0;PONTCHATEAU;87481846;FRPCT;PCHAT;;0;0;0;0;0;0.0;N;44
0;PONTCHATEAU EGLISE;87463109;FRHKB;FRHKB;;0;0;0;0;0;0.0;N;44
0;PONTCHATEAU LANDAS;87479220;FRHVW;FRHVW;;0;0;0;0;0;0.0;N;44
0;PONTCHATEAU LOCALITE;44048184;FRPHA;FRPHA;;1;0;0;0;0;0.0;N;44
0;PONTCROUZET;87138073;FRGJA;FRGJA;;0;0;0;0;0;0.0;N;81
0;PONTGIBAUD;87641316;FRFZZ;PGIBA;;0;0;0;0;0;0.0;N;63
0;PONTGIBAUD LOC;63064131;FRPGJ;FRPGJ;;1;0;0;0;0;0.0;N;63
