saa_ide;csp_ide;saa_code;saa_name;coord;saa_xcoord;saa_ycoord;saa_insee;mainstoparea;mainconnection;carpark;multimodal;additionaldata;saa_visible
7940;2;OCE87450023;Le Martoulet;0,0;0;0;87146;1;0;0;0;;1
7942;2;OCE87592733;gare de Lafarge;505989,2071110;505989;2071110;87150;1;0;0;0;;1
7947;2;OCE87592071;gare de St-Léonard-de-Noblat;533583,2092784;533583;2092784;87161;1;0;0;0;;1
7954;2;OCE87592246;gare de Solignac-le-Vigen;518228,2084521;518228;2084521;87192;1;0;0;0;;1
7959;2;OCE87743146;gare de Ambronay-Priay;832413,2116816;832413;2116816;1007;1;0;0;0;;1
7961;2;OCE87723577;gare de La Valbonne;816547,2098171;816547;2098171;1032;1;0;0;0;;1
7966;2;OCE87131961;gare de Brion-Montréal-La Cluse;848709,2135720;848709;2135720;1063;1;0;0;0;;1
7973;2;OCE87742601;Collonges (Ain);875493,2132542;875493;2132542;1109;1;0;0;0;;1
7978;2;OCE87157669;Ferney-Centre;890678,2146473;890678;2146473;1160;1;0;0;0;;1
7985;2;OCE87723585;gare de Meximieux-Pérouges;821640,2104196;821640;2104196;1244;1;0;0;0;;1
7990;2;OCE87723569;gare de Montluel;811317,2097821;811317;2097821;1262;1;0;0;0;;1
7992;2;OCE87743351;gare de Nurieux;846308,2136617;846308;2136617;1267;1;0;0;0;;1
7997;2;OCE87745166;Sous-Péron;877302,2138282;877302;2138282;1288;1;0;0;0;;1
6362;2;OCE87354589;gare de St-Sébastien-P-E;308638,2252375;308638;2252375;44190;1;0;0;0;;1
6367;2;OCE87481689;gare de La Croix-de-Méan;257655,2265517;257655;2265517;44210;1;0;0;0;;1
6374;2;OCE87484329;gare de Savennières-Béhuard;374205,2268953;374205;2268953;49028;1;0;0;0;;1
6379;2;OCE87484352;gare de Champtocé-sur-Loire;358225,2272782;358225;2272782;49068;1;0;0;0;;1
6381;2;OCE87484246;gare de Chemillé;367642,2250964;367642;2250964;49092;1;0;0;0;;1
6386;2;OCE87360073;Le-Lion-d'Angers-Foire;378844,2273269;378844;2273269;49176;1;0;0;0;;1
6393;2;OCE87487892;gare de St-Mathurin;399710,2271430;399710;2271430;49307;1;0;0;0;;1
6398;2;OCE87487710;Vivy;418652,2261836;418652;2261836;49378;1;0;0;0;;1
6405;2;OCE87478511;gare de Louverné;372875,2349956;372875;2349956;53140;1;0;0;0;;1
6410;2;OCE87478560;gare de Voutré;404337,2351609;404337;2351609;53276;1;0;0;0;;1
6412;2;OCE87396549;gare de Arnage;439591,2327663;439591;2327663;72008;1;0;0;0;;1
6417;2;OCE87396606;gare de Château-du-Loir;455743,2299962;455743;2299962;72071;1;0;0;0;;1
6424;2;OCE87396564;gare de Ecommoy;445200,2315940;445200;2315940;72124;1;0;0;0;;1
6429;2;OCE87365502;Guécélard-(Eglise);434919,2322142;434919;2322142;72146;1;0;0;0;;1
6431;2;OCE87358630;La Flèche-Gare-Routière;419429,2302420;419429;2302420;72154;1;0;0;0;;1
6436;2;OCE87463067;Le-Mans-Viaduc;0,0;0;0;72181;1;0;0;0;;1
6443;2;OCE87396291;gare de Montfort-le-Gesnois;456069,2339702;456069;2339702;72241;1;0;0;0;;1
6448;2;OCE87396317;gare de Sceaux-Boessé;468645,2348483;468645;2348483;72331;1;0;0;0;;1
6455;2;OCE87462911;Barbâtre-Rond-Pt-du-Goi;0,0;0;0;85011;1;0;0;0;;1
6460;2;OCE87320721;Bouin;270517,2228389;270517;2228389;85029;1;0;0;0;;1
6463;2;OCE87481390;gare de Challans;279189,2213495;279189;2213495;85047;1;0;0;0;;1
6468;2;OCE87486316;gare de Fougeré;327029,2191241;327029;2191241;85093;1;0;0;0;;1
6475;2;OCE87481465;gare de Montaigu (Vendée);322230,2226887;322230;2226887;85146;1;0;0;0;;1
6480;2;OCE87486431;gare de Olonne-sur-Mer;285430,2180280;285430;2180280;85166;1;0;0;0;;1
6482;2;OCE87320705;Le Perrier;269480,2206893;269480;2206893;85172;1;0;0;0;;1
4427;2;OCE87296392;Rozoy-sur-Serre-Pl-Neuv;729034,2525084;729034;2525084;2666;1;0;0;0;;1
4432;2;OCE87271817;gare de Soissons;672806,2486206;672806;2486206;2722;1;0;0;0;;1
4439;2;OCE87271734;gare de Villers-Cotterets;655168,2472766;655168;2472766;2810;1;0;0;0;;1
4444;2;OCE87296459;gare de Appilly;656808,2509574;656808;2509574;60021;1;0;0;0;;1
4451;2;OCE87313510;gare de Beauvais-Gare-SNCF;582002,2492152;582002;2492152;60057;1;0;0;0;;1
4456;2;OCE87313247;gare de Breteuil-Embranchement;603488,2514380;603488;2514380;60104;1;0;0;0;;1
4458;2;OCE87313577;gare de Mouy-Bury;599268,2480322;599268;2480322;60116;1;0;0;0;;1
4463;2;OCE87313551;gare de Cires-lès-Mello;601746,2474905;601746;2474905;60155;1;0;0;0;;1
4470;2;OCE87271593;gare de Crépy-en-Valois;640085,2470529;640085;2470529;60176;1;0;0;0;;1
4475;2;OCE87419200;Eragny-Bazincourt(Carr);558803,2480721;558803;2480721;60211;1;0;0;0;;1
4478;2;OCE87674259;Ferrières-Carrefour;612980,2510314;612980;2510314;60232;1;0;0;0;;1
4483;2;OCE87313262;gare de Gannes;607279,2508337;607279;2508337;60268;1;0;0;0;;1
4490;2;OCE87276204;gare de Laigneville;608222,2477230;608222;2477230;60342;1;0;0;0;;1
4496;2;OCE87588459;Maignelay-Pharmacie;612891,2505975;612891;2505975;60374;1;0;0;0;;1
4498;2;OCE87116665;gare de Mareuil-sur-Ourcq;653949,2459972;653949;2459972;60380;1;0;0;0;;1
4503;2;OCE87276618;gare de Montataire;607246,2472618;607246;2472618;60414;1;0;0;0;;1
4510;2;OCE87276774;gare de Ourscamps;644751,2504259;644751;2504259;60492;1;0;0;0;;1
4515;2;OCE87276212;gare de Liancourt-Rantigny;607916,2480802;607916;2480802;60524;1;0;0;0;;1
4522;2;OCE87313270;gare de St-Just-SNCF;606723,2500698;606723;2500698;60581;1;0;0;0;;1
4527;2;OCE87588194;Senlis-Avenue-de-Creil;617574,2467649;617574;2467649;60612;1;0;0;0;;1
4529;2;OCE87271668;Senlis-Gare-Routière;618627,2467619;618627;2467619;60612;1;0;0;0;;1
4534;2;OCE87381236;gare de Trie-Château;562253,2476222;562253;2476222;60644;1;0;0;0;;1
4541;2;OCE87313882;gare de TGV Haute-Picardie;635652,2540415;635652;2540415;80002;1;0;0;0;;1
4546;2;OCE87522425;Amiens-Gare-Routière;0,0;0;0;80021;1;0;0;0;;1
4548;2;OCE87313874;gare de Amiens;597957,2543793;597957;2543793;80021;1;0;0;0;;1
4553;2;OCE87588533;Courcelles-80;647239,2547202;647239;2547202;80150;1;0;0;0;;1
4561;2;OCE87315044;gare de Daours;608791,2544758;608791;2544758;80234;1;0;0;0;;1
4566;2;OCE87316224;Eterpigny-Gare;642247,2543998;642247;2543998;80294;1;0;0;0;;1
4573;2;OCE87299818;Chaulnes-Centre;633566,2534857;633566;2534857;80409;1;0;0;0;;1
4578;2;OCE87313338;gare de Hargicourt-Pierrepont;614060,2524182;614060;2524182;80419;1;0;0;0;;1
4581;2;OCE87316216;Hyencourt-le-Grand;635703,2536963;635703;2536963;80447;1;0;0;0;;1
4586;2;OCE87313445;gare de Marcelcave;617660,2539657;617660;2539657;80507;1;0;0;0;;1
4593;2;OCE87588640;Montdidier-LEP;617454,2517321;617454;2517321;80561;1;0;0;0;;1
4598;2;OCE87313379;gare de Namps-Quevauvillers;583345,2534660;583345;2534660;80582;1;0;0;0;;1
4600;2;OCE87317396;gare de Noyelles-sur-Mer;554789,2577038;554789;2577038;80600;1;0;0;0;;1
4605;2;OCE87313130;gare de Pont-Rémy;568620,2561346;568620;2561346;80635;1;0;0;0;;1
4612;2;OCE87588608;Roye-CES;632959,2522569;632959;2522569;80685;1;0;0;0;;1
4617;2;OCE87316125;gare de Thézy-Glimont;607163,2535019;607163;2535019;80752;1;0;0;0;;1
4619;2;OCE87316257;Tincourt-Boucly;651307,2548916;651307;2548916;80762;1;0;0;0;;1
4624;2;OCE87381277;Amécourt-Talmontier;555901,2488045;555901;2488045;27010;1;0;0;0;;1
4632;2;OCE87387092;gare de Bueil;534543,2436689;534543;2436689;27119;1;0;0;0;;1
4637;2;OCE87381244;gare de Gisors;559807,2476526;559807;2476526;27284;1;0;0;0;;1
4644;2;OCE87387175;gare de Romilly-la-Puthenaye;491372,2446218;491372;2446218;27492;1;0;0;0;;1
4649;2;OCE87393595;gare de Verneuil-sur-Avre;496453,2416955;496453;2416955;27679;1;0;0;0;;1
4651;2;OCE87415877;gare de Val-de-Reuil;519026,2475876;519026;2475876;27701;1;0;0;0;;1
4656;2;OCE87313809;gare de Blangy-sur-Bresle;548892,2548684;548892;2548684;76101;1;0;0;0;;1
4663;2;OCE87419184;Dampierre-St-Nic(Carr);517998,2541141;517998;2541141;76210;1;0;0;0;;1
4668;2;OCE87317537;gare de Eu;534044,2562420;534044;2562420;76255;1;0;0;0;;1
4670;2;OCE87411389;Forges-les-Eaux;543335,2513264;543335;2513264;76276;1;0;0;0;;1
4675;2;OCE87413302;gare de Harfleur;445081,2503925;445081;2503925;76341;1;0;0;0;;1
5813;2;OCE87477612;Sarrebourg-Wilson;947121,2425519;947121;2425519;57630;1;0;0;0;;1
5815;2;OCE87193615;gare de Sarreguemines;945542.05,2466999.76;945542.05;2466999.76;57631;1;0;0;0;;1
5820;2;OCE87194019;Ebring;933991,2467347;933991;2467347;57665;1;0;0;0;;1
5827;2;OCE87117507;Vaudreching;904797,2484510;904797;2484510;57700;1;0;0;0;;1
5832;2;OCE87476937;Yutz-St-Vitus;880228,2491154;880228;2491154;57757;1;0;0;0;;1
5834;2;OCE87144410;gare de Arches;911965,2355072;911965;2355072;88011;1;0;0;0;;1
5839;2;OCE87146019;Bocquegney;895035,2365147;895035;2365147;88063;1;0;0;0;;1
5846;2;OCE87144154;gare de Bruyères (Vosges);925656,2365263;925656;2365263;88078;1;0;0;0;;1
5851;2;OCE87144287;gare de Contrexéville;864286,2359404;864286;2359404;88114;1;0;0;0;;1
5858;2;OCE87174458;Darnieulles;0,0;0;0;88126;1;0;0;0;;1
5863;2;OCE87144774;Dompaire;889078,2365097;889078;2365097;88151;1;0;0;0;;1
5865;2;OCE87144436;gare de Eloyes;917521,2351717;917521;2351717;88158;1;0;0;0;;1
5870;2;OCE87407411;Remanvillers;928188,2331465;928188;2331465;88170;1;0;0;0;;1
5878;2;OCE87144162;gare de Laveline-devant-Bruyère;928183,2363263;928183;2363263;88262;1;0;0;0;;1
5883;2;OCE87117440;Martigny-les-Gerbonvaux;855689,2388503;855689;2388503;88290;1;0;0;0;;1
5885;2;OCE87405985;Mattaincourt (MVM);881987,2370781;881987;2370781;88292;1;0;0;0;;1
5890;2;OCE87458869;Neufchateau-Lp;0,0;0;0;88321;1;0;0;0;;1
5897;2;OCE87144725;Rambervillers;918568,2380007;918568;2380007;88367;1;0;0;0;;1
5902;2;OCE87144626;gare de Raon-l'Etape;933137.44,2387876.61;933137.44;2387876.61;88372;1;0;0;0;;1
5904;2;OCE87144451;gare de Remiremont;917871,2343853;917871;2343853;88383;1;0;0;0;;1
5909;2;OCE87143594;Roville-aux-Chênes;915918,2384834;915918;2384834;88402;1;0;0;0;;1
5916;2;OCE87174490;St-Amé;923091,2345099;923091;2345099;88409;1;0;0;0;;1
5921;2;OCE87405944;St-Maurice/M. (Mairie);935741,2327341;935741;2327341;88426;1;0;0;0;;1
5928;2;OCE87174508;Le Syndicat;924131,2345143;924131;2345143;88462;1;0;0;0;;1
5933;2;OCE87405902;Le-Thillot (Pl. Républ);931245,2329221;931245;2329221;88468;1;0;0;0;;1
5935;2;OCE87144634;Vagney;926649,2343534;926649;2343534;88486;1;0;0;0;;1
5940;2;OCE87144279;gare de Vittel;867980.61,2362075.08;867980.61;2362075.08;88516;1;0;0;0;;1
5947;2;OCE87214296;gare de Bischoffsheim;981374,2400087;981374;2400087;67045;1;0;0;0;;1
5952;2;OCE87212126;gare de Stephansfeld;994896,2426704;994896;2426704;67067;1;0;0;0;;1
5954;2;OCE87214809;Chatenois (Bas-Rhin);975746,2376249;975746;2376249;67073;1;0;0;0;;1
5959;2;OCE87407338;Diedendorff;946028,2441358;946028;2441358;67091;1;0;0;0;;1
5966;2;OCE87214106;gare de Ebersheim;982425,2380442;982425;2380442;67115;1;0;0;0;;1
5971;2;OCE87213827;Ettendorf;985466,2436204;985466;2436204;67135;1;0;0;0;;1
4784;2;OCE87394148;gare de St-Piat;544867,2394007;544867;2394007;28357;1;0;0;0;;1
4789;2;OCE87201566;Argenton-Gare-Routière;537354,2176865;537354;2176865;36006;1;0;0;0;;1
4796;2;OCE87597419;Châtillon-s/Indre;511358,2222021;511358;2222021;36045;1;0;0;0;;1
4801;2;OCE87216689;Flere la Rivière;506554,2225284;506554;2225284;36074;1;0;0;0;;1
4803;2;OCE87304642;Issoudun-Place-de-la-G.;573304,2216584;573304;2216584;36088;1;0;0;0;;1
4808;2;OCE87360875;Montierchaume-Bourg;556951,2207291;556951;2207291;36128;1;0;0;0;;1
4815;2;OCE87597112;gare de Chabenet;536544,2181049;536544;2181049;36161;1;0;0;0;;1
4820;2;OCE87597054;gare de Ste-Lizaigne;576677,2222591;576677;2222591;36199;1;0;0;0;;1
4822;2;OCE87576215;gare de Valençay;541028,2240655;541028;2240655;36228;1;0;0;0;;1
4827;2;OCE87110296;Azay-le-Rideau(Mairie);458451,2253035;458451;2253035;37014;1;0;0;0;;1
4834;2;OCE87575076;gare de Port-de-Piles;467867,2224827;467867;2224827;37045;1;0;0;0;;1
4839;2;OCE87571802;gare de La Chapelle-sur-Loire;439748,2252332;439748;2252332;37058;1;0;0;0;;1
4847;2;OCE87337501;Cormery-Pl-du-Croissant;486410,2253182;486410;2253182;37083;1;0;0;0;;1
4852;2;OCE87571422;gare de Esvres;482381,2254985;482381;2254985;37104;1;0;0;0;;1
4854;2;OCE87009696;gare de La Douzillère;472788,2261244;472788;2261244;37122;1;0;0;0;;1
4859;2;OCE87575068;gare de Maillé;466791,2229611;466791;2229611;37142;1;0;0;0;;1
4866;2;OCE87571547;gare de Neuillé-Pont-Pierre;466618,2285825;466618;2285825;37167;1;0;0;0;;1
2829;2;OCE70154005;gare de St-Pancras-Internationa;428585,2729373;428585;2729373;;1;0;0;0;;1
2834;2;OCE85063701;gare de St.-Gallen-AB-TB;0,0;0;0;;1;0;0;0;;1
2842;2;OCE81014613;gare de Stainach-Irdning;0,0;0;0;;1;0;0;0;;1
2847;2;OCE72165035;gare de Stara Pazov;0,0;0;0;;1;0;0;0;;1
2849;2;OCE54568691;gare de STARE SPLAVY;0,0;0;0;;1;0;0;0;;1
2854;2;OCE81019398;gare de STEEG   GOSAU;0,0;0;0;;1;0;0;0;;1
2861;2;OCE70609206;gare de Stevenage;0,0;0;0;;1;0;0;0;;1
2866;2;OCE70277103;gare de Stockport;0,0;0;0;;1;0;0;0;;1
2873;2;OCE54761023;gare de STRAKONICE;0,0;0;0;;1;0;0;0;;1
2878;2;OCE76024034;gare de STRAUMSNES;0,0;0;0;;1;0;0;0;;1
2880;2;OCE83010165;gare de Stresa;0,0;0;0;;1;0;0;0;;1
2885;2;OCE54362251;gare de STUDENEC;0,0;0;0;;1;0;0;0;;1
2892;2;OCE53516450;gare de Suceava-Nord;0,0;0;0;;1;0;0;0;;1
2897;2;OCE83085399;gare de Sulmona;0,0;0;0;;1;0;0;0;;1
2899;2;OCE80262220;gare de SULZBACH ROSENBG HTT;0,0;0;0;;1;0;0;0;;1
2904;2;OCE74038695;gare de Sundsvalls Central;0,0;0;0;;1;0;0;0;;1
2912;2;OCE54753954;gare de SVIHOV U KLATOV;0,0;0;0;;1;0;0;0;;1
2918;2;OCE55032698;gare de SZEKESFEHERVAR;0,0;0;0;;1;0;0;0;;1
2920;2;OCE55131441;gare de Szikszo;0,0;0;0;;1;0;0;0;;1
2925;2;OCE85016881;gare de Taesch;0,0;0;0;;1;0;0;0;;1
2932;2;OCE88746090;gare de Tamines;0,0;0;0;;1;0;0;0;;1
2937;2;OCE83114652;gare de Taranto;0,0;0;0;;1;0;0;0;;1
2944;2;OCE81019489;gare de Tauplitz;0,0;0;0;;1;0;0;0;;1
2949;2;OCE71203166;gare de TEIJEIRO;0,0;0;0;;1;0;0;0;;1
2951;2;OCE53316455;gare de Teius;0,0;0;0;;1;0;0;0;;1
2956;2;OCE51214908;gare de Terespol;0,0;0;0;;1;0;0;0;;1
2963;2;OCE81038752;gare de THAL;0,0;0;0;;1;0;0;0;;1
2968;2;OCE85091926;gare de Tiefencastel;0,0;0;0;;1;0;0;0;;1
2970;2;OCE88922542;gare de Tielt;0,0;0;0;;1;0;0;0;;1
2975;2;OCE84005975;gare de Tilburg;839364,2802329;839364;2802329;;1;0;0;0;;1
2982;2;OCE81012401;gare de Tisis;0,0;0;0;;1;0;0;0;;1
2987;2;OCE86000067;gare de TOLNE;0,0;0;0;;1;0;0;0;;1
2995;2;OCE83004523;gare de Torino-Lingotto;1071970,2087719;1071970;2087719;;1;0;0;0;;1
3000;2;OCE71704007;gare de Torralba;0,0;0;0;;1;0;0;0;;1
3002;2;OCE71613042;gare de Torre-Pacheco;0,0;0;0;;1;0;0;0;;1
3007;2;OCE71101014;gare de Torrelodones;0,0;0;0;;1;0;0;0;;1
3015;2;OCE81016022;gare de TRAUN;0,0;0;0;;1;0;0;0;;1
3020;2;OCE80222448;gare de TREBGAST;0,0;0;0;;1;0;0;0;;1
3022;2;OCE83118083;gare de Trebisacce;0,0;0;0;;1;0;0;0;;1
3027;2;OCE54348946;gare de TREMESNA VE SLEZSKU;0,0;0;0;;1;0;0;0;;1
3034;2;OCE80053793;gare de Treysa;0,0;0;0;;1;0;0;0;;1
3039;2;OCE56136762;gare de Trnava;0,0;0;0;;1;0;0;0;;1
3041;2;OCE83004556;gare de Trofarello;0,0;0;0;;1;0;0;0;;1
3046;2;OCE74042127;gare de TROLLHATTAN;0,0;0;0;;1;0;0;0;;1
3053;2;OCE88838086;gare de Tubize;0,0;0;0;;1;0;0;0;;1
3058;2;OCE85035030;gare de Turgi;0,0;0;0;;1;0;0;0;;1
3065;2;OCE80203109;gare de Tutzing;0,0;0;0;;1;0;0;0;;1
3070;2;OCE53203117;gare de Ucea;0,0;0;0;;1;0;0;0;;1
3072;2;OCE83030262;gare de Udine;0,0;0;0;;1;0;0;0;;1
3078;2;OCE54354951;gare de UHERSKY OSTROH;0,0;0;0;;1;0;0;0;;1
6687;2;OCE87491142;gare de Jonzac;382608,2052542;382608;2052542;17197;1;0;0;0;;1
6692;2;OCE87491100;gare de Pons;375589,2068297;375589;2068297;17283;1;0;0;0;;1
6694;2;OCE87321927;Rivedoux-J.Ferry;321094,2135282;321094;2135282;17297;1;0;0;0;;1
6699;2;OCE87584540;gare de St-Aigulin-la-Roche-Cha;414734,2020201;414734;2020201;17309;1;0;0;0;;1
6706;2;OCE87347013;St- Pierre-d'Oléron;317509,2111247;317509;2111247;17385;1;0;0;0;;1
6711;2;OCE87485227;gare de Surgères;360530,2128415;360530;2128415;17434;1;0;0;0;;1
6713;2;OCE87485151;gare de Tonnay-Charente;349271,2109954;349271;2109954;17449;1;0;0;0;;1
6718;2;OCE87487231;Noirterre;391722,2211361;391722;2211361;79049;1;0;0;0;;1
6725;2;OCE87485326;gare de Fors;388439,2140849;388439;2140849;79125;1;0;0;0;;1
6730;2;OCE87485524;gare de Pamproux;416360,2158316;416360;2158316;79201;1;0;0;0;;1
6737;2;OCE87487611;Brion-près-Thouet;408457,2230727;408457;2230727;79277;1;0;0;0;;1
6742;2;OCE87575183;gare de La Tricherie;455095,2193826;455095;2193826;86019;1;0;0;0;;1
6744;2;OCE87575357;gare de Epanvilliers;437974,2138470;437974;2138470;86029;1;0;0;0;;1
6749;2;OCE87202465;Chauvigny;470269,2175805;470269;2175805;86070;1;0;0;0;;1
7328;2;OCE87611830;gare de Pibrac;515361,1847167;515361;1847167;31417;1;0;0;0;;1
7333;2;OCE87446963;Pins-Justaret-RN20;524167,1831852;524167;1831852;31421;1;0;0;0;;1
7336;2;OCE87446948;Portet-sur-Garonne-RN20;524659,1836976;524659;1836976;31433;1;0;0;0;;1
7341;2;OCE87620047;Roquefort-sur-Garonne;488933,1796785;488933;1796785;31457;1;0;0;0;;1
7348;2;OCE87449181;St-Martory-Centre;485411,1794194;485411;1794194;31503;1;0;0;0;;1
7353;2;OCE87170043;Salies-du-Salat-Pont;487609,1789941;487609;1789941;31523;1;0;0;0;;1
7355;2;OCE87449157;Seilh-Centre;520725,1855046;520725;1855046;31541;1;0;0;0;;1
7360;2;OCE87353581;gare de Les Ramassiers;520469,1844992;520469;1844992;31555;1;0;0;0;;1
7367;2;OCE87462879;Toulouse-Barrière-Paris;527055,1847566;527055;1847566;31555;1;0;0;0;;1
7372;2;OCE87446955;Toulouse-La-Pointe;526156,1842359;526156;1842359;31555;1;0;0;0;;1
7379;2;OCE87611392;gare de Venerque-le-Vernet;526150,1826114;526150;1826114;31574;1;0;0;0;;1
7384;2;OCE87177717;Villefranche-Lau-CPAM;549511,1822178;549511;1822178;31582;1;0;0;0;;1
7386;2;OCE87446864;Villenouvelle-Vieille-H;545349,1826104;545349;1826104;31589;1;0;0;0;;1
7391;2;OCE87134387;Auch-le-Seilhan;459536,1852194;459536;1852194;32013;1;0;0;0;;1
6124;2;OCE87181024;gare de Hasenrain;974389,2315989;974389;2315989;68224;1;0;0;0;;1
6129;2;OCE87472639;gare de Zu-Rhein;973373,2316629;973373;2316629;68224;1;0;0;0;;1
6131;2;OCE87386540;gare de Munster-Badischhof;958979,2348770;958979;2348770;68226;1;0;0;0;;1
6136;2;OCE87182402;gare de Ranspach;949312,2330608;949312;2330608;68262;1;0;0;0;;1
6143;2;OCE87182139;gare de St-Louis (Haut-Rhin);992296,2300908;992296;2300908;68297;1;0;0;0;;1
6148;2;OCE87182493;Sickert;947668,2319340;947668;2319340;68308;1;0;0;0;;1
6155;2;OCE87182352;gare de Turckheim;968044,2354512;968044;2354512;68338;1;0;0;0;;1
6160;2;OCE87674200;Wegscheid;945803,2321613;945803;2321613;68361;1;0;0;0;;1
6163;2;OCE87182345;gare de Logelbach;971150,2354891;971150;2354891;68374;1;0;0;0;;1
6168;2;OCE87300863;gare de Besançon-Franche-Comté;873488,2262710;873488;2262710;25035;1;0;0;0;;1
6175;2;OCE87718122;gare de Byans;866683,2241382;866683;2241382;25105;1;0;0;0;;1
6180;2;OCE87397166;Devecey;877746,2265105;877746;2265105;25200;1;0;0;0;;1
6182;2;OCE87718304;gare de Franois;872574,2253770;872574;2253770;25258;1;0;0;0;;1
6187;2;OCE87715516;Les Hôpitaux-Neufs;907979,2205242;907979;2205242;25307;1;0;0;0;;1
6194;2;OCE87715227;Les Longevilles-Rochej.;903826,2202540;903826;2202540;25348;1;0;0;0;;1
6199;2;OCE87718106;gare de Montferrand-Thoraise;870549,2248923;870549;2248923;25397;1;0;0;0;;1
6201;2;OCE87718619;gare de Morteau;924113,2237005;924113;2237005;25411;1;0;0;0;;1
6206;2;OCE87435149;Ruffey-le-Chateau;0,0;0;0;25510;1;0;0;0;;1
6213;2;OCE87718601;gare de Valdahon-Camp-Militaire;901583,2246611;901583;2246611;25578;1;0;0;0;;1
6218;2;OCE87715326;gare de Champagnole;872922,2200567;872922;2200567;39097;1;0;0;0;;1
6225;2;OCE87718213;gare de Domblans-Voiteur;849045,2201030;849045;2201030;39199;1;0;0;0;;1
6230;2;OCE87715433;gare de Morbier;882256,2177616;882256;2177616;39367;1;0;0;0;;1
6487;2;OCE87486449;gare de Les Sables-d'Olonne;284092,2174938;284092;2174938;85194;1;0;0;0;;1
6494;2;OCE87485607;St-Martin-de-Fr.(Carr.);363779,2164142;363779;2164142;85244;1;0;0;0;;1
6499;2;OCE87473074;gare de Broons;261055,2380354;261055;2380354;22020;1;0;0;0;;1
6501;2;OCE87473587;gare de Les Mais;176967,2396234;176967;2396234;22025;1;0;0;0;;1
6506;2;OCE87478164;gare de Dinan;275405,2393306;275405;2393306;22050;1;0;0;0;;1
6513;2;OCE87473223;gare de Lannion;173689,2430004;173689;2430004;22113;1;0;0;0;;1
6518;2;OCE87473868;gare de Paimpol;204486,2433359;204486;2433359;22162;1;0;0;0;;1
6525;2;OCE87473355;Ploeuc-l'Hermitage;217231,2382710;217231;2382710;22203;1;0;0;0;;1
6530;2;OCE87473850;gare de Lancerf;199110,2432065;199110;2432065;22233;1;0;0;0;;1
6532;2;OCE87473132;gare de Plouvara-Plerneuf;213810,2402829;213810;2402829;22234;1;0;0;0;;1
6537;2;OCE87473009;gare de St-Brieuc;223150,2402066;223150;2402066;22278;1;0;0;0;;1
6544;2;OCE87414342;Carhaix-Lycée;163379,2380761;163379;2380761;29024;1;0;0;0;;1
6549;2;OCE87474064;gare de Châteaulin-Emb.;122076,2373685;122076;2373685;29026;1;0;0;0;;1
6551;2;OCE87479899;Concarneau (Port);132599,2338001;132599;2338001;29039;1;0;0;0;;1
6556;2;OCE87414326;Henvic-Pont-de-la-Corde;137192,2423670;137192;2423670;29079;1;0;0;0;;1
6564;2;OCE87474411;gare de Plouigneau;153975,2413371;153975;2413371;29199;1;0;0;0;;1
6569;2;OCE87474635;gare de Roscoff;135340,2432252;135340;2432252;29239;1;0;0;0;;1
6571;2;OCE87474668;Kernevel;141078,2346967;141078;2346967;29240;1;0;0;0;;1
6576;2;OCE87397950;Santec;0,0;0;0;29273;1;0;0;0;;1
6583;2;OCE87159947;gare de Ker Lann;296224,2346167;296224;2346167;35047;1;0;0;0;;1
6588;2;OCE87471326;gare de Corps-Nuds;308077,2339083;308077;2339083;35088;1;0;0;0;;1
6595;2;OCE87471151;gare de Guichen-Bourg-des-Comp.;293970,2334076;293970;2334076;35126;1;0;0;0;;1
6600;2;OCE87471367;gare de Martigné-Ferchaud;326801,2321078;326801;2321078;35167;1;0;0;0;;1
6602;2;OCE87478131;gare de Miniac;286045,2401027;286045;2401027;35179;1;0;0;0;;1
6607;2;OCE87471540;gare de Noyal-Acigné;312303,2353695;312303;2353695;35207;1;0;0;0;;1
6614;2;OCE87471003;gare de Rennes;301524,2352542;301524;2352542;35238;1;0;0;0;;1
6619;2;OCE87471052;gare de St-Jacques-de-la-Lande;298224,2348690;298224;2348690;35281;1;0;0;0;;1
6621;2;OCE87478024;gare de St-Médard-sur-Ille;302914,2371402;302914;2371402;35296;1;0;0;0;;1
6626;2;OCE87471508;gare de Vitré;335870,2352994;335870;2352994;35360;1;0;0;0;;1
6633;2;OCE87473496;Gourin;158143,2365696;158143;2365696;56066;1;0;0;0;;1
6638;2;OCE87476259;gare de Hennebont;179159,2326118;179159;2326118;56083;1;0;0;0;;1
6645;2;OCE87578310;Hôpital-Kerio;0,0;0;0;56151;1;0;0;0;;1
6650;2;OCE87476671;gare de Questembert;240868,2309122;240868;2309122;56184;1;0;0;0;;1
6652;2;OCE87476564;St-Gérand;211634,2359269;211634;2359269;56213;1;0;0;0;;1
6657;2;OCE87476606;gare de Vannes;218046,2308574;218046;2308574;56260;1;0;0;0;;1
6665;2;OCE87491449;gare de Cognac;392593,2079528;392593;2079528;16102;1;0;0;0;;1
6670;2;OCE87583674;gare de Montmoreau;427848,2046614;427848;2046614;16230;1;0;0;0;;1
6672;2;OCE87583203;gare de Ruelle;435196,2077317;435196;2077317;16291;1;0;0;0;;1
6677;2;OCE87321885;Le Bois Plage Marche;312245,2138446;312245;2138446;17051;1;0;0;0;;1
6754;2;OCE87575217;gare de Jaunay-Clan;450491,2188784;450491;2188784;86115;1;0;0;0;;1
6759;2;OCE87575845;gare de Lussac-les-Châteaux;475615,2157398;475615;2157398;86140;1;0;0;0;;1
