56136135;Lucenec;0;0
80273276;Ludwigslust.;0;0
54347559;LUHACOVICE;0;0
80015495;LUNDEN;0;0
80011734;Luneburg;0;0
80231415;Lutterstadt-Wittenberg;0;0
76014043;Lysaker;0;0
71600000;Madrid-Atocha;0;0
71170000;Madrid-Chamartin;87124;1515257
83010405;MAGENTA;1111278;2073265
76013441;MAJAVATN;0;0
74026864;Malmo-Syd-Svagertorp;0;0
70488403;MALVERN LINK;0;0
80140087;Mannheim-Hbf;0;0
88661751;Marbehan;0;0
81010793;MARCHTRENK;0;0
80211052;MARIENHAFE;0;0
80260711;Marktredwitz;0;0
76021782;MARNARDAL;0;0
83060095;Massa Centro;0;0
80291567;MECKENBEUREN;0;0
79423046;Medvode;0;0
85031047;Meilen;0;0
81010413;Melk;0;0
88963050;Menen;0;0
71375000;Merida;0;0
83025809;MESTRINO;0;0
87402826;Bienville;799915;2401551
87450767;Cayzac;626293;1874774
86000208;Aalborg;0;0
84000471;Abcoude;0;0
94520015;ABRANTES;0;0
80137463;ACHIM;0;0
85022244;Affoltern-Am-Albis;0;0
80136168;Ahlen-Westf;0;0
76023176;Al;0;0
10002840;Alavus;0;0
83080036;ALBINIA;0;0
71112102;Alegria-de-alava;0;0
70180505;ALFRETON MANSFIELD PARK;0;0
54355552;OSTROZSKA NOVA VES;0;0
85021055;OTHMARSINGEN;0;0
84004986;Oudenbosch;0;0
71152116;Oviedo;0;0
71103002;Palazuelo;0;0
71505065;Palma-del-Rio;0;0
10003798;Paltamo;0;0
83117390;Paola;0;0
80263046;Parsberg;0;0
10000109;Pasila;0;0
81021337;PATERNION FEISTRITZ;0;0
71010090;PEDRERA APT;0;0
20761106;Perm-2;0;0
88848550;Peruwelz;0;0
80295006;Pforzheim-Hbf;0;0
56137463;Piestany;0;0
83060129;Pietrasanta;0;0
83065011;PISA S ROSSORE;0;0
83064147;Pistoia;0;0
54751156;PLASY;0;0
80224022;PLEINFELD;0;0
54732750;Plzen-GN;0;0
83068056;Poggibonsi-S. Gimignano;0;0
94346452;Pombal;0;0
71202002;Ponferrada;0;0
71230045;Pontevedra;0;0
10335018;PORI;0;0
71793150;Port-Bou;727235;1781467
81036483;Portschach-W;0;0
83114207;Potenza Inferiore;0;0
54532804;POTSTEJN;0;0
79433003;Pragersko;0;0
53551812;Predeal;0;0
70252106;Prestatyn;0;0
70275305;Preston;0;0
54357053;PROSTEJOV HLAVNI NADRAZ;0;0
71514000;PUERTO DE SANTA MARIA;0;0
81021279;PUSARNITZ;0;0
71203109;RABADE;0;0
80145714;Radolfzell;0;0
85094052;RAEFIS BURGERAU;0;0
86000406;RANDERS;0;0
74033068;RATTVIK;0;0
70314906;Reading;0;0
80101386;Recklinghaus;0;0
83117804;Reggio-Calabria-Lido;0;0
71142026;Reinosa;0;0
85011189;Renens-Vd;0;0
80225441;RETZBACH ZELLINGEN;0;0
85003012;Rheinfelden;0;0
87212258;Geispolsheim;994932;2404803
87407262;Gundershoffen (cygne);990074;2447536
87214627;Heiligenberg-Mollkirch;972509;2404030
87338517;Hoenheim-Tram;999492;2417110
87213447;Hoffen;1009999;2451597
87213785;Ingwiller;977048;2442784
87212274;Limersheim;993548;2398103
87213207;Mertzwiller;991760;2443733
87212449;Munchhausen;1025236;2451884
87407270;Niederbronn (Archéo);989181;2451967
87407296;Niederbronn (Usine);987648;2452917
87213132;Pfaffenhoffen;987372;2440254
87212415;Roppenheim;1020066;2443395
87214684;Russ-Hersbach;963176;2400191
87214742;St-Blaise-Roche-Poutay;957385;2389695
87214759;Saulxures (Bas-Rhin);956214;2387642
87406918;Mertzwiller (M.M.);0;0
87213421;Soultz-sous-Forêts;1006251;2451727
87215699;Tieffenbach-Struth;960553;2445510
87595983;La-Walck-Monument;0;0
87213678;Weyersheim;1001669;2427210
87213470;Wissembourg;1010420;2462864
87182576;Bitschwiller (Ht-Rhin);954832;2324969
87181149;St-André (Haut-Rhin);960836;2321248
87402297;Colmar-Mésanges;972112;2354798
87181040;Flaxlanden;972652;2311705
87182204;Illfurth;970089;2309026
87214833;Liepvre;966840;2375240
87182667;Lutterbach (Haut-Rhin);970159;2318183
87182816;Metzeral;953212;2345520
87299909;Ste-Geneviève;725464;2526149
87297283;Vauxaillon;677853;2497968
87297051;Viry-Noureuil;666086;2514877
87313296;Avrechy;605909;2494132
87522474;Beauvais Gare Routière;581689;2492209
87276444;Boran-sur-Oise;601899;2463271
87276113;Chantilly-Gouvieux;608997;2465468
87276691;Compiègne;635365;2491732
87313544;Cramoisy;604982;2473202
87313676;Laboissière-le-Déluge;585412;2476783
87313833;Formerie;555637;2517642
87313734;Grandvilliers;571228;2518125
87313692;Herchies;576402;2499013
87272195;Longueil-Annel;638216;2496784
87313668;Méru;585134;2470529
87271577;Nanteuil-le-Haudouin;633394;2460571
87271551;Le Plessis-Belleville;629830;2455427
87276766;Ribécourt;642820;2501169
87313601;Rochy-Condé;588104;2489036
87313718;St-Omer-en-Chaussée;575445;2503814
87683201;Etigny-Véron;670986;2349220
87683557;Monéteau-Gurgy;693060;2317550
87117986;Neuvy-Sautour-RN;708590;2339176
87683334;St-Florentin-Ville;704766;2334858
87683664;Vermenton;704748;2296651
87683706;Voutenay;708665;2285615
87286146;Armentières;638324;2631982
87295733;Avesnes;714333;2571259
87286872;Baisieux;663704;2625255
87345553;Bertry;679718;2566712
87345413;Cantin;656048;2591083
87287243;Cobrieux;662696;2616551
87287193;Ste Marguerite;647596;2638689
87343459;Denain;675048;2593754
87345496;Escaudoeuvres;667166;2577752
87286641;Fretin (Nord);657731;2618668
87345397;Iwuy;671007;2581576
87295790;Leval;707315;2577568
87286062;Hellemmes;655228;2625646
87287128;Mont de Terre;653867;2625117
87342469;Marquillies;637687;2617181
87286609;Nomain;661812;2612317
87286583;Orchies;664893;2609517
87343418;Prouvy Thiant;680264;2591839
87286567;Rosult;672033;2607305
87297531;St Hilaire;712932;2571824
87286401;Santes;644382;2622133
87286161;Steenwerck;631900;2635525
87343210;Le Poirier Université;683177;2593370
87286526;Wattignies Templemars;650754;2620775
87342246;Aubigny en Artois;618258;2595337
87342592;Bailleul Sir Berthoult;635992;2593460
87342006;Béthune;621597;2614130
87342071;Boisleux;631129;2579512
87317321;Caffiers;562985;2650819
87342543;Calonne Ricouart;610281;2609787
87345116;Corbehem;650200;2594403
87281436;Watten Eperlecques;590905;2648047
87317107;Hesdigneul;552583;2629837
87345025;Lens;635008;2603646
87345231;Loison sous Lens;637217;2605188
87342121;Mazingarbe;625955;2607356
87342550;Pernes-Camblain;606718;2609502
87287300;Ruminghem;587424;2652050
87342576;Vimy;634632;2597771
87191684;Auboué;864907;2474831
87194357;Audun-le-Roman;858334;2491304
87141531;Bainville;877604;2405295
87141721;Blénod-lès-Toul;858328;2405751
87406645;Vezin;830206;2503003
88462010;Visé;0;0
81010983;Vocklamarkt;0;0
72233064;Vrbas;0;0
80110411;Wachtersbach;0;0
80295154;Waiblingen;0;0
82001065;Walferdange;0;0
81036574;WARMBAD VILLACH;0;0
51005223;Warszawa-Wschodnia;0;0
82003202;Wecker;0;0
51005298;Wegliniec;0;0
80167346;Weida;0;0
80160192;Weimar.;0;0
88445030;Welkenraedt;0;0
85073726;Wengen;0;0
80225482;WERNFELD;0;0
80015834;Westerlans Stylt;0;0
81028019;Wien-Praterstern;0;0
80110189;Wiesbaden-Hbf;0;0
85034025;Eglisau;0;0
76006205;EINA;0;0
80160770;Eisenach.;0;0
71602078;El-Romeral-Apt;0;0
71621037;Elx-Parc;0;0
80143313;Emmendingen;0;0
80102855;EMPEL REES;0;0
88833110;Enghein;0;0
94340091;Entroncamento;0;0
80221630;Erlangen;0;0
80144816;ERZINGEN BADEN;0;0
74008060;ESKILSTUNA CENTRAL;0;0
80101584;Essen-Altenessen;0;0
88446286;Eupen;0;0
80041269;Frankfurt-Flughafen;0;0
80031716;Frankfurt-sur-Oder;0;0
86000018;Frederikshavn;0;0
85041004;Fribourg;0;0
80015503;FRIEDRICHSTADT;0;0
80143180;Friesenheim;0;0
71330160;Fuentes-de-Onoro;0;0
71563080;Gador;0;0
56133264;GALANTA.;0;0
80202952;Garmisch-Partenkirchen;0;0
51005900;Gdynia-Glowna;0;0
