UIC;Remontée dans TVS National;Code TVS export TGD/ TGA;Libellé;affichage GeM;Info TIC;code QLT;code UIC 8;;
271 007;Avant Avril 2011;PNO;Paris Nord;OUI;OUI;FRPNO;87271007;;
725 721;09/04/2013;PNX;Pontanevaux;OUI;;FRHGW;87725721;;
741 470;21/05/2013;POB;Pont-de-Beauvoisin;OUI;;FRHOQ;87741470;;
761 742;Avant Avril 2011;POS;Poliénas;17/02/2012;NON;FRIFI;87761742;;
784 264;11/12/2012;POV;Port Vendres;20/12/2012;;FRXPV;87784264;;
141 788;14/05/2013;PPE;Pompey;OUI;;FRATS;87141788;;
611 509;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PPM;Porte Puymorens;01/01/2013;;FRFQF;87611509;;
784 009;Avant Avril 2011;PPN;Perpignan;OUI;OUI;FRPGF;87784009;;
722 231;03/04/2013;PRB;Pierre-Bénite;OUI;;FRHDW;87722231;;
672 337;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PRH;Peyrehorade;01/01/2013;;FRGFL;87672337;;
764 308;05/02/2013;PRL;Pierrelatte;OUI;;FRIHN;87764308;;
313 130;03/04/2013;PRM;Pont-Remy;OUI;;FRCQS;87313130;;
384 008;Avant Avril 2011;PSL;Paris Saint-Lazare;OUI;OUI;FRPSL;87384008;;
;19/04/2012;PSL_TRANS;Paris Saint-Lazare Transilien;OUI;;;;;
611 400;29/01/2013;PSS;Portet Saint-Simon;OUI;;FRPSS;87611400;;
575 001;Avant Avril 2011;PST;Poitiers;OUI;OUI;FRPIS;87575001;;
696 211;04/04/2013;PSU;Pougues les Eaux;NON;;FRGSN;87696211;;
715 003;02/09/2011;PTL;Pontarlier;OUI;OUI;FRPTL;87715003;;
672 279;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PUO;Puyoô;01/01/2013;;FRPUO;87672279;;
444 349;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PVQ;Pont l'Évèque;01/01/2013;;FRPVQ;87444349;;
276 329;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PXE;Pont Sainte-Maxence;01/01/2013;;FRCGC;87276329;;
595 009;Avant Avril 2011;PXR;Périgueux;OUI;OUI;FRABF;87595009;;
144 428;21/05/2013;PXX;Pouxeux;OUI;;FRAYR;87144428;;
696 179;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;PYL;Pouilly sur Loire;01/01/2013;;FRGSJ;87696179;;
276 410;21/05/2013;PYO;Précy-sur-Oise;OUI;;FRCGK;87276410;;
476 317;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;QPL;Quimperlé;10/05/2012;;FRECO;87476317;;
474 098;Avant Avril 2011;QPR;Quimper;OUI;OUI;FRUIP;87474098;;
476 671;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;QUE;Questembert;01/01/2013;;FREDF;87476671;;
721 290;03/04/2013;QUX;Quincieux;OUI;;FRHCK;87721290;;
353 581;09/04/2013;RAM;Les Ramassiers;OUI;;FRRAR;87353581;;
613 042;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;RAP;Rocamadour-Padirac;01/01/2013;;FRFSA;87613042;;
747 279;Avant Avril 2011;RCS;Réaumont Saint-Cassien;17/02/2012;NON;FRHVN;87747279;;
485 144;19/04/2012;RCT;Rochefort;26/04/2012;OUI;FRRCO;87485144;;
317 057;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;RDF;Rang du Fliers - Verton - Berck;10/05/2012;;FRCVU;87317057;;
215 079;14/05/2013;RDG;Réding;OUI;;FRBZM;87215079;;
471 300;Avant Avril 2011;RDN;Redon;OUI;NON;FRXRN;87471300;;
613 422;Avant Avril 2011;RDZ;Rodez;OUI;OUI;FRRDZ;87613422;;
746 511;Avant Avril 2011;REI;Reignier;17/02/2012;NON;FRHUF;87746511;;
471 003;Avant Avril 2011;RES;Rennes;OUI;OUI;FRRNS;87471003;;
734 749;02/09/2011;RET;Retournac;OUI;NON;FRHMS;87734749;;
757 732;14/05/2013;RGN;Ranguin;OUI;;FRIBM;87757732;;
726 331;29/01/2013;RGR;Rive-de-gier;OUI;;FRHHQ;87726331;;
721 050;03/04/2013;RGY;Régny;OUI;;FRHCG;87721050;;
182 071;29/05/2013;RHE;Rixheim;OUI;;FRBJB;87182071;;
725 739;09/04/2013;RHR;Romanèche-Thorins;OUI;;FRHGX;87725739;;
734 053;11/12/2011;RIO;Riom - Châtel Guyon;OUI;OUI;FRRIO;87734053;;
747 246;Avant Avril 2011;RIV;Rives;OUI;NON;FRHVM;87747246;;
171 009;Avant Avril 2011;RMS;Reims;OUI;OUI;FRRHE;87171009;;
144 451;19/04/2012;RMT;Remiremont;26/04/2012;NON;FRRNT;87144451;;
118 158;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;RMY;Romilly sur Seine;01/01/2013;;FRAPI;87118158;;
726 802;02/09/2011;ROA;Roanne;OUI;NON;FRRNE;87726802;;
214 320;16/04/2013;ROH;Rosheim;OUI;;FRBXX;87214320;;
761 650;16/04/2013;ROM;Romans - Bourg-de-Péage;OUI;;FRIFE;87761650;;
491 803;Avant Avril 2011;ROY;Royan;OUI;NON;FRRYN;87491803;;
411 017;Avant Avril 2011;RRD;Rouen Rive Droite;OUI;NON;FRURD;87411017;;
474 155;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;RSP;Rosporden;10/05/2012;;FRRSP;87474155;;
415 885;23/04/2013;RSS;Rosny-sur-Seine;OUI;Vides;FRDQL;87415885;;
396 895;02/09/2011;RTD;Clermont La Rotonde;OUI;NON;FRHCL;87396895;;
172 270;19/04/2012;RTL;Rethel;26/04/2012;NON;FRBDT;87172270;;
317 404;26/02/2013;RUE;Rue;OUI;;FRRUE;87317404;;
583 849;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;RUG;Ruffec;10/05/2012;;;87583849;;
746 149;02/09/2011;RUM;Rumilly;OUI;NON;FRHTE;87746149;;
172 080;16/04/2013;RVI;Revin;OUI;;FRBDF;87172080;;
784 173;09/04/2013;RVT;Rivesaltes;OUI;;FRIOF;87784173;;
286 732;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;RXB;Roubaix;OUI;;FRADP;87286732;;
734 038;02/09/2011;RYA;Royat - Chamallières;OUI;NON;FRHKO;87734038;;
271 494;Avant Avril 2011;RYT;Aéroport Charles de Gaulle 2 TGV;OUI;OUI;FRMLW;87271494;;
396 408;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;SAB;Sablé sur Sarthe;10/05/2012;;FRSAB;87396408;;
491 241;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SAC;Saint-André de Cubzac;01/01/2013;;FREMZ;87491241;;
576 322;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;SAD;Saint-Amand-Montrond - Orval;01/01/2013;;FREYF;87576322;;
723 494;02/09/2011;SAG;Saint-André le Gaz;OUI;NON;FRSAG;87723494;;
751 842;14/05/2013;SAH;Sainte-Marthe en Provence;OUI;;FRHYH;87751842;;
784 157;09/04/2013;SAL;Salses;OUI;;FRIOE;87784157;;
543 165;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;SAP;Salbris;01/01/2013;;FRSAL;87543165;;
723 734;05/02/2013;SAY;Saint-André de Corcy;OUI;;FRHFO;87723734;;
743 740;29/10/2013;SBB;Saint-Rambert-en-Bugey;NON;NON;FRHRE;87743740;;
473 009;Avant Avril 2011;SBC;Saint-Brieuc;OUI;OUI;FRSBK;87473009;;
215 012;19/04/2012;SBG;Sarrebourg;26/04/2012;NON;FRSBG;87215012;;
721 605;03/04/2013;SBL;Sain-Bel;OUI;;FRDAG;87721605;;
741 454;21/05/2013;SBR;Saint-Béron - La Bridoire;OUI;;FRHOO;87741454;;
761 718;Avant Avril 2011;SCI;Saint-Marcellin (Isère);17/02/2012;NON;FRIFG;87761718;;
726 307;29/01/2013;SCM;Saint-Chamond;OUI;;FRHHO;87726307;;
141 374;09/04/2013;SCX;Saint-Clément - Laronxe;OUI;;FRASI;87141374;;
721 340;03/04/2013;SDI;Saint-Georges-de-Reneins;OUI;;FRHCN;87721340;;
594 572;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SDM;Saint-Denis près Martel;01/01/2013;;FRSDM;87594572;;
444 562;11/12/2012;SDN;Surdon;20/12/2012;;FRSDN;87444562;;
783 431;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SDO;Saint-Rome de Cernon;01/01/2013;;FRINN;87783431;;
783 423;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SDU;Saint-Georges de Luzençon;01/01/2013;;FRINM;87783423;;
175 000;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SDZ;Saint-Dizier;01/01/2013;;FRBGJ;87175000;;
726 190;05/02/2013;SEB;Saint-Étienne Bellevue;OUI;;FRHHI;87726190;;
726 174;09/04/2013;SEC;Saint-Étienne Le Clapier;OUI;;FRHHH;87726174;;
172 254;19/04/2012;SED;Sedan;26/04/2012;NON;FRXSW;87172254;;
747 352;Avant Avril 2011;SEG;Saint-Egrève - Saint-Robert;17/02/2012;NON;FRHVR;87747352;;
726 000;Avant Avril 2011;SEN;Saint-Etienne Châteaucreux;OUI;OUI;FRHHD;87726000;;
726 901;05/02/2013;SEO;Saint-Étienne Carnot;OUI;;FRHJD;87726901;;
751 800;14/05/2013;SEP;Septèmes;OUI;;FRHYF;87751800;;
683 003;02/09/2011;SES;Sens;OUI;NON;FRXSF;87683003;;
726 158;05/02/2013;SET;Saint-Étienne La Terrasse;OUI;;FRHHG;87726158;;
182 105;16/04/2013;SEZ;Sierentz;OUI;;FRBJE;87182105;;
783 175;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SFC;Saint-Flour Chaudes Aigues;01/01/2013;;FRIMW;87783175;;
728 501;03/04/2013;SFS;Saint-Fons;OUI;;FRHJE;87728501;;
576 272;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SFT;Saint-Florent sur Cher;01/01/2013;;FREYA;87576272;;
734 301;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SGA;Saint-Georges d'Aurac;01/01/2013;;FRSGA;87734301;;
746 479;Avant Avril 2011;SGB;Saint-Gervais les Bains - Le Fayet;OUI;NON;FRXGF;87746479;;
611 137;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;SGD;Saint-Gaudens;02/09/2011;;FRFPH;87611137;;
485 227;20/09/2011;SGE;Surgères;OUI;OUI;FREIP;87485227;;
732 206;02/09/2011;SGF;Saint-Germain des Fossés;OUI;OUI;FRSGF;87732206;;
726 208;26/02/2013;SGL;Veauche - Saint-Galmier;OUI;;FRHHJ;87726208;;
721 282;29/01/2013;SGO;Saint-Germain-au-Mont-d'Or;OUI;;FRSGO;87721282;;
193 615;29/10/2013;SGS;Sarreguemines;NON;NON;FRSGS;87193615;;
761 684;02/09/2011;SHN;Saint-Hilaire - Saint-Nazaire;OUI;NON;FRITY;87761684;;
751 438;23/04/2013;SIE;Simiane;OUI;;FRHXQ;87751438;;
613 257;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SIH;Saint-Christophe;01/01/2013;;FRFST;87613257;;
745 430;02/09/2011;SJG;Saint-Julien en Genevois;OUI;NON;FRHSD;87745430;;
713 651;14/05/2013;SJL;Saint-Jean-de-Losne - Destinations et Provenances non conformes;OUI;;FRSJL;87713651;;
742 320;02/09/2011;SJM;Saint-Jean de Maurienne Arvan;OUI;NON;FRHPN;87742320;;
313 270;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SJS;Saint-Just en Chaussée;01/01/2013;;FRSJS;87313270;;
491 811;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SJW;Saujon;01/01/2013;;FRENX;87491811;;
677 120;Avant Avril 2011;SJZ;Saint-Jean de Luz - Ciboure;OUI;OUI;FRXJZ;87677120;;
722 652;09/05/2012;SKR;Saint-Clair les Roches;10/05/2012;NON;FRHEL;87722652;;
444 695;11/12/2012;SKS;Sées;20/12/2012;;FRDST;87444695;;
491 001;Avant Avril 2011;SKW;Saintes;OUI;OUI;FRXST;87491001;;
447 003;16/04/2013;SLO;Saint-Lô;OUI;;FRSLO;87447003;;
746 438;02/09/2011;SLS;Sallanches - Combloux - Megève;OUI;NON;FRXSN;87746438;;
276 402;21/05/2013;SLT;Saint-Leu-d'Esserent;OUI;;FRCGJ;87276402;;
181 016;03/04/2013;SLU;Saint-Louis la Chaussée;OUI;;FRBIH;87181016;;
742 361;04/04/2013;SMI;Saint-Michel - Valloire;02/09/2011;NON;FRXVR;87742361;;
478 107;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;SMP;Saint-Malo;10/05/2012;;FRXSB;87478107;;
491 209;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SMS;Saint-Mariens-Saint-Yzan;01/01/2013;;FREMV;87491209;;
353 599;03/04/2013;SMT;Saint-Martin du Touch;OUI;;FRSMA;87353599;;
485 490;Via WS SUM Sans VaQ Copyright SNCFProximités 16/05/2012;SMX;Saint-Maixent;10/05/2012;;FREJC;87485490;;
723 536;26/02/2013;SMY;St Maurice-de-Beynost;OUI;;FRHFF;87723536;;
481 705;Avant Avril 2011;SNA;Saint-Nazaire;OUI;OUI;FRSNR;87481705;;
212 225;Avant Avril 2011;SNE;Saverne;OUI;NON;FRSNE;87212225;;
726 851;03/04/2013;SNJ;Saint-Jodard;OUI;;FRHIZ;87726851;;
721 456;03/04/2013;SNP;Saint-Romain-de-Popey;OUI;;FRHCR;87721456;;
751 826;14/05/2013;SNT;Saint-Antoine;OUI;;FRPEJ;87751826;;
481 838;11/12/2011;SNY;Savenay;OUI;NON;FRSNY;87481838;;
594 333;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;SOU;Souillac;01/01/2013;;FRSOU;87594333;;
741 223;23/04/2013;SPA;Saint-Pierre-d'Albigny;OUI;;FRSPA;87741223;;
571 240;Avant Avril 2011;SPC;Saint-Pierre des Corps;OUI;OUI;FRXSH;87571240;;
444 216;11/12/2012;SPD;Saint-Pierre sur Dives;20/12/2012;;FRDRQ;87444216;;
746 313;Avant Avril 2011;SPE;Saint-Pierre en Faucigny;17/02/2012;NON;FRHTT;87746313;;
696 294;17/01/2012;SPM;Saint-Pierre le Moutier;OUI;NON;FRGSR;87696294;;
684 217;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SPP;Souppes-Château Landon;01/01/2013;;FRGOC;87684217;;
723 353;03/04/2013;SPR;Saint-Priest;OUI;;FRHET;87723353;;
342337;16/08/2011;SPT;Saint-Pol sur Ternoise;23/03/2012;NON;FRSPT;87342337;;
723 387;05/02/2013;SQF;Saint-Quentin Fallavier;OUI;;FRHEW;87723387;;
212 191;21/05/2013;SQG;Strasbourg Roethig;OUI;;FRBUK;87212191;;
296 004;Avant Avril 2011;SQT;Saint-Quentin;OUI;OUI;FRXSJ;87296004;;
761 106;05/02/2013;SRA;Saint-Rambert d'Albon;OUI;;FRIEO;87761106;;
611 368;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SRN;Saverdun;01/01/2013;;FRFPU;87611368;;
313 080;03/04/2013;SRO;Saint-Roch;OUI;;FRSRO;87313080;;
726 430;03/04/2013;SRP;Saint-Romain-le-Puy;OUI;;FRHHV;87726430;;
757 526;Avant Avril 2011;SRV;Saint-Raphaël - Valescure;OUI;OUI;FRXSK;87757526;;
592 345;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SSL;Saint-Sulpice Laurière;02/09/2011;;FRSSL;87592345;;
745 828;29/10/2013;SSS;Seyssel - Corbonod;NON;NON;FRHSX;87745828;;
615 344;29/01/2013;SST;Saint-Sulpice (Tarn);OUI;;FRSST;87615344;;
144 014;Avant Avril 2011;STD;Saint-Dié des Vosges;OUI;OUI;FRXTD;87144014;;
773 200;Avant Avril 2011;STE;Sète;OUI;OUI;FRXSY;87773200;;
212 027;Avant Avril 2011;STG;Strasbourg;OUI;OUI;FRAEG;87212027;;
595 249;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;STK;Saint-Astier;01/01/2013;;FRFLF;87595249;;
182 139;29/10/2013;STL;Saint-Louis Haut-Rhin;NON;NON;FRXLI;87182139;;
723 742;03/04/2013;STM;Saint-Marcel en Dombes;OUI;;FRHFP;87723742;;
281 444;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;STO;Saint-Omer;10/05/2012;;FRXSG;87281444;;
313 718;21/05/2013;SHS;Saint-Omer-en-Chaussée;NON;;FRXSG;87313718;;
214 056;19/04/2012;STT;Sélestat;26/04/2012;OUI;FRXSQ;87214056;;
487 603;11/05/2011;SUD;Saumur;23/03/2012;NON;FRACN;87487603;;
761 130;05/02/2013;SUO;Saint-Vallier sur Rhône;OUI;;FRIEQ;87761130;;
741 306;04/04/2013;SVB;Saint-Avre - La Chambre;10/05/2012;;FRHOJ;87741306;;
783 365;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SVC;Sévérac le Château;01/01/2013;;FRSVC;87783365;;
721 043;03/04/2013;SVH;Saint-Victor - Thizy;OUI;;FRHCF;87721043;;
723 791;03/04/2013;SVN;Servas - Lent;OUI;;FRHFT;87723791;;
723 783;03/04/2013;SVX;Saint-Paul-de-Varax;OUI;;FRHFS;87723783;;
762 906;Avant Avril 2011;SXA;Lyon Saint-Exupéry TGV;OUI;OUI;FRJDQ;87762906;;
444 315;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SYD;Serquigny;01/01/2013;;FRSQY;87444315;;
783 241;06/04/2013;SYH;Saint-Chély-d'Apcher;OUI;;FRINB;87783241;;
723 700;05/02/2013;SYR;Sathonay - Rillieux;OUI;;FRHFL;87723700;;
696 260;02/09/2011;SZE;Saincaize;OUI;NON;FRSZE;87696260;;
722 546;05/02/2013;SZN;Sérézin;OUI;;FRHEH;87722546;;
618 710;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;SZS;Salechan Siradan;01/01/2013;;FRFXK;87618710;;
761 163;29/01/2013;TAI;Tain-l'Hermitage - Tournon;OUI;;FRIER;87761163;;
144 097;29/01/2013;TAO;Thaon;OUI;;FRAXS;87144097;;
721 472;29/01/2013;TAR;Tarare;OUI;;FRHCT;87721472;;
721 514;05/02/2013;TAS;Tassin;OUI;;FRTAS;87721514;;
696 161;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;TAY;Tracy-Sancerre;01/01/2013;;FRGSI;87696161;;
671 008;Avant Avril 2011;TBS;Tarbes;OUI;OUI;FRXTB;87671008;;
765 354;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;TCN;Tarascon-sur-Rhône;01/01/2013;;FRTCN;87765354;;
444 372;Avant Avril 2011;TDE;Trouville - Deauville;OUI;NON;FRTRD;87444372;;
743 757;29/10/2013;TEN;Tenay - Hauteville;NON;NON;FRHRF;87743757;;
783 456;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;TEO;Tournemire Roquefort;01/01/2013;;FRINO;87783456;;
446 179;29/01/2013;TEW;Saint-Cyprien Arènes;OUI;;FRTAR;87446179;;
741 629;21/05/2013;TFF;Frontenex;OUI;;FRHOW;87741629;;
741 611;21/05/2013;TGG;Grésy-sur-Isère;OUI;;FRHOV;87741611;;
142 109;Avant Avril 2011;TGL;Lorraine TGV;OUI;OUI;FREAM;87142109;;
147 322;Avant Avril 2011;TGM;Meuse TGV;OUI;OUI;FREAJ;87147322;;
296 442;11/12/2012;TGR;Tergnier;20/12/2012;;FRTGR;87296442;;
191 007;Avant Avril 2011;THL;Thionville;OUI;OUI;FRXTH;87191007;;
595 579;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;THN;Thenon;01/01/2013;;FRFLU;87595579;;
745 646;02/09/2011;THO;Thonon les Bains;OUI;NON;FRXTS;87745646;;
595 124;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;TIV;Thiviers;01/01/2013;;FRFKX;87595124;;
182 352;03/04/2013;TKM;Turckheim;OUI;;FRBJS;87182352;;
761 759;Avant Avril 2011;TLE;Tullins - Fures;17/02/2012;NON;FRIFG;87761759;;
755 009;Avant Avril 2011;TLN;Toulon;OUI;OUI;FRTLN;87755009;;
594 408;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;TOD;Terrasson;01/01/2013;;FRTER;87594408;;
353 573;09/04/2013;TOE;Le Toec;OUI;;FRTOE;87353573;;
141 044;19/04/2012;TOL;Toul;10/05/2012;NON;FRTOL;87141044;;
725 622;19/04/2012;TOS;Tournus;26/04/2012;NON;FRHGQ;87725622;;
118 000;Avant Avril 2011;TOY;Troyes;OUI;OUI;FRQYR;87118000;;
611 590;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;TRC;Tarascon sur Ariège;01/01/2013;;FRFQM;87611590;;
286 542;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;TRG;Tourcoing;OUI;;FRADM;87286542;;
571 000;Avant Avril 2011;TRS;Tours;OUI;NON;FRAFW;87571000;;
611 004;Avant Avril 2011;TSE;Toulouse Matabiau;OUI;OUI;FRXYT;87611004;;
721 548;05/03/2013;TSW;La Tour-de-Salvagny;OUI;;FRHCX;87721548;;
582 643;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;TTE;La Teste;10/05/2012;;FRFCJ;87582643;;
594 499;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;TUL;Tulle;01/01/2013;;FRXTU;87594499;;
191 130;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;UCK;Uckange;01/01/2013;;FRBNR;87191130;;
594 200;02/09/2011;URE;Uzerche;OUI;NON;FRAAW;87594200;;
594 093;11/12/2012;USL;Ussel;02/09/2011;;FRUSS;87594093;;
696 351;14/05/2013;VAA;Varennes-sur-Allier;OUI;;FRGSW;87696351;;
763 029;Avant Avril 2011;VAL;Valence TGV Rhône-Alpes Sud;OUI;OUI;FRVLA;87763029;;
476 606;Avant Avril 2011;VAN;Vannes;OUI;NON;FRVNE;87476606;;
723 577;05/02/2013;VAO;La Valbonne;OUI;;FRQVI;87723577;;
447 284;11/12/2012;VAS;Valognes;20/12/2012;;FRDTO;87447284;;
761 007;Avant Avril 2011;VCE;Valence;OUI;OUI;FRVAF;87761007;;
393 009;19/04/2012;VCR;Versailles Chantiers;26/04/2012;NON;FRDHT;87393009;;
144 063;09/04/2013;VCY;Vincey;OUI;;FRAXP;87144063;;
415 877;Avant Avril 2011;VDR;Val de Reuil;OUI;NON;FRVDR;87415877;;
447 698;02/09/2011;VDS;Villedieu les Poêles;23/03/2012;NON;FRDUO;87447698;;
571 216;Via WS SUM VaQ Copyright SNCFProximités 16/05/2012;VDT;Vendôme-Villiers sur Loire;OUI;;FRESL;87571216;;
741 140;Avant Avril 2011;VDX;Viviers du Lac;17/02/2012;NON;FRHNZ;87741140;;
763 300;11/12/2012;VDY;Veynes Devoluy;20/12/2012;;FRVDY;87763300;;
393 595;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;VEA;Verneuil sur Avre;01/01/2013;;FRDJM;87393595;;
723 395;29/01/2013;VEI;La Verpillière;OUI;;FRHEX;87723395;;
576 009;Avant Avril 2011;VER;Vierzon;OUI;OUI;FRXVZ;87576009;;
185 009;Avant Avril 2011;VES;Vesoul;OUI;NON;FRXVO;87185009;;
745 414;Avant Avril 2011;VEY;Valleiry;17/02/2012;NON;FRHSB;87745414;;
594 218;02/09/2011;VGE;Vigeois;OUI;NON;FRFIY;87594218;;
212 118;14/05/2013;VHM;Vendenheim;OUI;;FRVHM;87212118;;
732 008;Avant Avril 2011;VHY;Vichy;OUI;OUI;FRVHY;87732008;;
773 531;09/04/2013;VIC;Vic - Mireval;OUI;;FRIJJ;87773531;;
722 587;09/05/2012;VIE;Vienne;10/05/2012;NON;FRXVI;87722587;;
448 159;02/09/2011;VIR;Vire;23/03/2012;NON;FRDUX;87448159;;
721 332;29/01/2013;VIS;Villefranche-sur-Saône;OUI;;FRXVF;87721332;;
723 759;29/01/2013;VLD;Villars-les-Dombes;OUI;;FRHFQ;87723759;;
775 197;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;VLF;Villefort;01/01/2013;;FRIJW;87775197;;
641 357;Via WS SUM VaQ Copyright SNCFProximités 13/12/2012;VLL;Vallon-en-Sully;01/01/2013;;FRGAB;87641357;;
773 515;09/04/2013;VLM;Villeneuve-lès-Maguelone;OUI;;FRIJI;87773515;;
761 726;Avant Avril 2011;VNA;Vinay;OUI;NON;FRIFH;87761726;;
722 264;09/04/2013;VNI;Vernaison;OUI;;FRHDY;87722264;;
415 604;Avant Avril 2011;VNO;Vernon;OUI;OUI;FRDQC;87415604;;
747 287;02/09/2011;VOR;Voiron;OUI;NON;FRHVO;87747287;;
741 108;29/10/2013;VOZ;Vions - Chanaz;NON;NON;FRHNW;87741108;;
595 892;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;VPD;Villefranche du Périgord;01/01/2013;;FRFMH;87595892;;
747 337;Avant Avril 2011;VPE;Voreppe;17/02/2012;NON;FRHVQ;87747337;;
747 204;Avant Avril 2011;VRB;Virieu sur Bourbre;17/02/2012;NON;FRHVI;87747204;;
741 504;29/10/2013;VRU;Virieu-le-Grand - Belley;NON;NON;FRHOT;87741504;;
613 893;21/05/2013;VRW;Villefranche-de-Rouergue;OUI;;FRFUO;87613893;;
172 114;21/05/2013;VRX;Vireux-Molhain;OUI;;FRBDI;87172114;;
343 004;Avant Avril 2011;VSN;Valenciennes;OUI;OUI;FRXVS;87343004;;
723 320;05/02/2013;VSX;Vénissieux;OUI;;FRHER;87723320;;
471 508;19/04/2012;VTE;Vitré;10/05/2012;NON;FRXVT;87471508;;
481 408;14/05/2013;VTU;Vertou;OUI;;FREFY;87481408;;
734 426;26/02/2013;VTZ;Vertaizon;OUI;;FRHLQ;87734426;;
721 266;05/02/2013;VVN;Albigny Neuville;OUI;;FRHCJ;87721266;;
174 276;09/05/2012;VYF;Vitry-le-François;10/05/2012;NON;FRBFO;87174276;;
775 114;26/02/2013;VZC;Vergèze - Codognan;OUI;;FRIJS;87775114;;
613 661;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;VZI;Viviez-Décazeville;01/01/2013;;FRVZD;87613661;;
182 360;09/04/2013;WAH;Walbach;OUI;;FRBJT;87182360;;
721 522;26/02/2013;WER;Le Méridien La Ferrière;OUI;;FRHCV;87721522;;
213 678;16/04/2013;WEY;Weyersheim;OUI;;FRBWS;87213678;;
182 378;09/04/2013;WIH;Wihr-au-Val - Soultzbach;OUI;;FRBJU;87182378;;
213 744;23/04/2013;WMG;Wingen-sur-Moder;OUI;;FRWIM;87213744;;
192 088;14/05/2013;WPY;Woippy;OUI;;FRBPD;87192088;;
611 301;11/12/2012;XAE;Saint-Agne;20/12/2012;;FRSGN;87611301;;
759 316;14/05/2013;XJC;Saint-Joseph le Castellas;OUI;;FRPEK;87759316;;
146 217;03/04/2013;XNB;Saint-Nabord;OUI;;FRBAW;87146217;;
759 290;14/05/2013;XPC;Picon Busserine;OUI;;FRPEI;87759290;;
354 597;05/03/2013;XTD;Saint-Sébastien Frêne Rond;OUI;;FRROD;87354597;;
354 589;03/04/2013;XTX;Saint-Sébastien Pas Enchantés;OUI;;FRPHT;87354589;;
413 385;Via WS SUM Sans VaQ Copyright SNCFProximités 13/12/2012;YVT;Yvetot;01/01/2013;;FRYVE;87413385;;
